gene,module,cell_type,tissue,regulation
GeneUp019,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp020,Common up,MOC,Hypothalamus,Unchanged
GeneUp021,Common up,MOC,Hypothalamus,Unchanged
GeneUp022,Common up,MOC,Hypothalamus,Unchanged
GeneUp023,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp024,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp025,Common up,MOC,Hypothalamus,Unchanged
GeneUp026,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp027,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp028,Common up,MOC,Hypothalamus,Unchanged
GeneUp029,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp030,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp031,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp032,Common up,MOC,Hypothalamus,Unchanged
GeneUp033,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp034,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp035,Common up,MOC,Hypothalamus,Unchanged
GeneUp036,Common up,MOC,Hypothalamus,Unchanged
GeneUp037,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp038,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp039,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp040,Common up,MOC,Hypothalamus,Unchanged
GeneUp041,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp042,Common up,MOC,Hypothalamus,Unchanged
GeneUp043,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp044,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp045,Common up,MOC,Hypothalamus,Unchanged
GeneUp046,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp047,Common up,MOC,Hypothalamus,Unchanged
GeneUp048,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp049,Common up,MOC,Hypothalamus,Unchanged
GeneUp050,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp051,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp052,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp053,Common up,MOC,Hypothalamus,Unchanged
GeneUp054,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp055,Common up,MOC,Hypothalamus,Unchanged
GeneUp056,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp057,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp058,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp059,Common up,MOC,Hypothalamus,Unchanged
GeneUp060,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp061,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp062,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp063,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp064,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp065,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp066,Common up,MOC,Hypothalamus,Unchanged
GeneUp067,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp068,Common up,MOC,Hypothalamus,Unchanged
GeneUp069,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp070,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp071,Common up,MOC,Hypothalamus,Unchanged
GeneUp072,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp073,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp074,Common up,MOC,Hypothalamus,Unchanged
GeneUp075,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp076,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp077,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp078,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp079,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp080,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp081,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp082,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp083,Common up,MOC,Hypothalamus,Unchanged
GeneUp084,Common up,MOC,Hypothalamus,Unchanged
GeneUp085,Common up,MOC,Hypothalamus,Unchanged
GeneUp086,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp087,Common up,MOC,Hypothalamus,Unchanged
GeneUp088,Common up,MOC,Hypothalamus,Unchanged
GeneUp089,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp090,Common up,MOC,Hypothalamus,Unchanged
GeneUp091,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp092,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp093,Common up,MOC,Hypothalamus,Unchanged
GeneUp094,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp095,Common up,MOC,Hypothalamus,Unchanged
GeneUp096,Common up,MOC,Hypothalamus,Unchanged
GeneUp097,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp098,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp099,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp100,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp101,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp102,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp103,Common up,MOC,Hypothalamus,Unchanged
GeneUp104,Common up,MOC,Hypothalamus,Unchanged
GeneUp105,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp106,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp107,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp108,Common up,MOC,Hypothalamus,Unchanged
GeneUp109,Common up,MOC,Hypothalamus,Unchanged
GeneUp110,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp111,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp112,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp113,Common up,MOC,Hypothalamus,Unchanged
GeneUp114,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp115,Common up,MOC,Hypothalamus,Unchanged
GeneUp116,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp117,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp118,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp119,Common up,MOC,Hypothalamus,Unchanged
GeneUp120,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp121,Common up,MOC,Hypothalamus,Unchanged
GeneUp122,Common up,MOC,Hypothalamus,Unchanged
GeneUp123,Common up,MOC,Hypothalamus,Unchanged
GeneUp124,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp125,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp126,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp127,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp128,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp129,Common up,MOC,Hypothalamus,Unchanged
GeneUp130,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp131,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp132,Common up,MOC,Hypothalamus,Unchanged
GeneUp133,Common up,MOC,Hypothalamus,Unchanged
GeneUp134,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp135,Common up,MOC,Hypothalamus,Unchanged
GeneUp136,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp137,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp138,Common up,MOC,Hypothalamus,Unchanged
GeneUp139,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp140,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp141,Common up,MOC,Hypothalamus,Unchanged
GeneUp142,Common up,MOC,Hypothalamus,Unchanged
GeneUp143,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp144,Common up,MOC,Hypothalamus,Unchanged
GeneUp145,Common up,MOC,Hypothalamus,Unchanged
GeneUp146,Common up,MOC,Hypothalamus,Unchanged
GeneUp147,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp148,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp149,Common up,MOC,Hypothalamus,Unchanged
GeneUp150,Common up,MOC,Hypothalamus,Unchanged
GeneUp151,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp152,Common up,MOC,Hypothalamus,Unchanged
GeneUp153,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp154,Common up,MOC,Hypothalamus,Unchanged
GeneUp155,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp156,Common up,MOC,Hypothalamus,Unchanged
GeneUp157,Common up,MOC,Hypothalamus,Unchanged
GeneUp158,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp159,Common up,MOC,Hypothalamus,Unchanged
GeneUp160,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp161,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp162,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp163,Common up,MOC,Hypothalamus,Downregulated in T1DM
GeneUp164,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp165,Common up,MOC,Hypothalamus,Unchanged
GeneUp166,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp167,Common up,MOC,Hypothalamus,Unchanged
GeneUp168,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp169,Common up,MOC,Hypothalamus,Unchanged
GeneUp170,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp171,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp172,Common up,MOC,Hypothalamus,Unchanged
GeneUp173,Common up,MOC,Hypothalamus,Downregulated in T1DM
GeneUp174,Common up,MOC,Hypothalamus,Unchanged
GeneUp175,Common up,MOC,Hypothalamus,Unchanged
GeneUp176,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp177,Common up,MOC,Hypothalamus,Unchanged
GeneUp178,Common up,MOC,Hypothalamus,Unchanged
GeneUp179,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp180,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp181,Common up,MOC,Hypothalamus,Unchanged
GeneUp182,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp183,Common up,MOC,Hypothalamus,Unchanged
GeneUp184,Common up,MOC,Hypothalamus,Unchanged
GeneUp185,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp186,Common up,MOC,Hypothalamus,Unchanged
GeneUp187,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp188,Common up,MOC,Hypothalamus,Unchanged
GeneUp189,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp190,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp191,Common up,MOC,Hypothalamus,Unchanged
GeneUp192,Common up,MOC,Hypothalamus,Unchanged
GeneUp193,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp194,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp195,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp196,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp197,Common up,MOC,Hypothalamus,Unchanged
GeneUp198,Common up,MOC,Hypothalamus,Unchanged
GeneUp199,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp200,Common up,MOC,Hypothalamus,Unchanged
GeneUp201,Common up,MOC,Hypothalamus,Unchanged
GeneUp202,Common up,MOC,Hypothalamus,Unchanged
GeneUp203,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp204,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp205,Common up,MOC,Hypothalamus,Unchanged
GeneUp206,Common up,MOC,Hypothalamus,Unchanged
GeneUp207,Common up,MOC,Hypothalamus,Unchanged
GeneUp208,Common up,MOC,Hypothalamus,Unchanged
GeneUp209,Common up,MOC,Hypothalamus,Unchanged
GeneUp210,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp211,Common up,MOC,Hypothalamus,Unchanged
GeneUp212,Common up,MOC,Hypothalamus,Unchanged
GeneUp213,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp214,Common up,MOC,Hypothalamus,Unchanged
GeneUp215,Common up,MOC,Hypothalamus,Unchanged
GeneUp216,Common up,MOC,Hypothalamus,Unchanged
GeneUp217,Common up,MOC,Hypothalamus,Unchanged
GeneUp218,Common up,MOC,Hypothalamus,Unchanged
GeneUp219,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp220,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp221,Common up,MOC,Hypothalamus,Unchanged
GeneUp222,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp223,Common up,MOC,Hypothalamus,Unchanged
GeneUp224,Common up,MOC,Hypothalamus,Unchanged
GeneUp225,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp226,Common up,MOC,Hypothalamus,Unchanged
GeneUp227,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp228,Common up,MOC,Hypothalamus,Unchanged
GeneUp229,Common up,MOC,Hypothalamus,Unchanged
GeneUp230,Common up,MOC,Hypothalamus,Unchanged
GeneUp231,Common up,MOC,Hypothalamus,Unchanged
GeneUp232,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp233,Common up,MOC,Hypothalamus,Unchanged
GeneUp234,Common up,MOC,Hypothalamus,Unchanged
GeneUp235,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp236,Common up,MOC,Hypothalamus,Unchanged
GeneUp237,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp238,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp239,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp240,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp241,Common up,MOC,Hypothalamus,Downregulated in T1DM
GeneUp242,Common up,MOC,Hypothalamus,Unchanged
GeneUp243,Common up,MOC,Hypothalamus,Unchanged
GeneUp244,Common up,MOC,Hypothalamus,Unchanged
GeneUp245,Common up,MOC,Hypothalamus,Unchanged
GeneUp246,Common up,MOC,Hypothalamus,Unchanged
GeneUp247,Common up,MOC,Hypothalamus,Unchanged
GeneUp248,Common up,MOC,Hypothalamus,Unchanged
GeneUp249,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp250,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp251,Common up,MOC,Hypothalamus,Unchanged
GeneUp252,Common up,MOC,Hypothalamus,Unchanged
GeneUp253,Common up,MOC,Hypothalamus,Unchanged
GeneUp254,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp255,Common up,MOC,Hypothalamus,Unchanged
GeneUp256,Common up,MOC,Hypothalamus,Unchanged
GeneUp257,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp258,Common up,MOC,Hypothalamus,Unchanged
GeneUp259,Common up,MOC,Hypothalamus,Unchanged
GeneUp260,Common up,MOC,Hypothalamus,Unchanged
GeneUp261,Common up,MOC,Hypothalamus,Unchanged
GeneUp262,Common up,MOC,Hypothalamus,Unchanged
GeneUp263,Common up,MOC,Hypothalamus,Unchanged
GeneUp264,Common up,MOC,Hypothalamus,Unchanged
GeneUp265,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp266,Common up,MOC,Hypothalamus,Unchanged
GeneUp267,Common up,MOC,Hypothalamus,Unchanged
GeneUp268,Common up,MOC,Hypothalamus,Unchanged
GeneUp269,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp270,Common up,MOC,Hypothalamus,Unchanged
GeneUp271,Common up,MOC,Hypothalamus,Unchanged
GeneUp272,Common up,MOC,Hypothalamus,Unchanged
GeneUp273,Common up,MOC,Hypothalamus,Unchanged
GeneUp274,Common up,MOC,Hypothalamus,Unchanged
GeneUp275,Common up,MOC,Hypothalamus,Unchanged
GeneUp276,Common up,MOC,Hypothalamus,Unchanged
GeneUp277,Common up,MOC,Hypothalamus,Unchanged
GeneUp278,Common up,MOC,Hypothalamus,Unchanged
GeneUp279,Common up,MOC,Hypothalamus,Unchanged
GeneUp280,Common up,MOC,Hypothalamus,Unchanged
GeneUp281,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp282,Common up,MOC,Hypothalamus,Unchanged
GeneUp283,Common up,MOC,Hypothalamus,Unchanged
GeneUp284,Common up,MOC,Hypothalamus,Unchanged
GeneUp285,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp286,Common up,MOC,Hypothalamus,Unchanged
GeneUp287,Common up,MOC,Hypothalamus,Unchanged
GeneUp288,Common up,MOC,Hypothalamus,Unchanged
GeneUp289,Common up,MOC,Hypothalamus,Unchanged
GeneUp290,Common up,MOC,Hypothalamus,Unchanged
GeneUp291,Common up,MOC,Hypothalamus,Unchanged
GeneUp292,Common up,MOC,Hypothalamus,Unchanged
GeneUp293,Common up,MOC,Hypothalamus,Unchanged
GeneUp294,Common up,MOC,Hypothalamus,Unchanged
GeneUp295,Common up,MOC,Hypothalamus,Unchanged
GeneUp296,Common up,MOC,Hypothalamus,Unchanged
GeneUp297,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp298,Common up,MOC,Hypothalamus,Unchanged
GeneUp299,Common up,MOC,Hypothalamus,Unchanged
GeneUp300,Common up,MOC,Hypothalamus,Unchanged
GeneUp301,Common up,MOC,Hypothalamus,Unchanged
GeneUp302,Common up,MOC,Hypothalamus,Unchanged
GeneUp303,Common up,MOC,Hypothalamus,Unchanged
GeneUp304,Common up,MOC,Hypothalamus,Unchanged
GeneUp305,Common up,MOC,Hypothalamus,Unchanged
GeneUp306,Common up,MOC,Hypothalamus,Unchanged
GeneUp307,Common up,MOC,Hypothalamus,Unchanged
GeneUp308,Common up,MOC,Hypothalamus,Unchanged
GeneUp309,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp310,Common up,MOC,Hypothalamus,Unchanged
GeneUp311,Common up,MOC,Hypothalamus,Unchanged
GeneUp312,Common up,MOC,Hypothalamus,Unchanged
GeneUp313,Common up,MOC,Hypothalamus,Unchanged
GeneUp314,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp315,Common up,MOC,Hypothalamus,Unchanged
GeneUp316,Common up,MOC,Hypothalamus,Unchanged
GeneUp317,Common up,MOC,Hypothalamus,Unchanged
GeneUp318,Common up,MOC,Hypothalamus,Unchanged
GeneUp319,Common up,MOC,Hypothalamus,Unchanged
GeneUp320,Common up,MOC,Hypothalamus,Unchanged
GeneUp321,Common up,MOC,Hypothalamus,Unchanged
GeneUp322,Common up,MOC,Hypothalamus,Unchanged
GeneUp323,Common up,MOC,Hypothalamus,Unchanged
GeneUp324,Common up,MOC,Hypothalamus,Unchanged
GeneUp325,Common up,MOC,Hypothalamus,Unchanged
GeneUp326,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp327,Common up,MOC,Hypothalamus,Unchanged
GeneUp328,Common up,MOC,Hypothalamus,Unchanged
GeneUp329,Common up,MOC,Hypothalamus,Unchanged
GeneUp330,Common up,MOC,Hypothalamus,Unchanged
GeneUp331,Common up,MOC,Hypothalamus,Unchanged
GeneUp332,Common up,MOC,Hypothalamus,Unchanged
GeneUp333,Common up,MOC,Hypothalamus,Unchanged
GeneUp334,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp335,Common up,MOC,Hypothalamus,Unchanged
GeneUp336,Common up,MOC,Hypothalamus,Unchanged
GeneUp337,Common up,MOC,Hypothalamus,Unchanged
GeneUp338,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp339,Common up,MOC,Hypothalamus,Unchanged
GeneUp340,Common up,MOC,Hypothalamus,Unchanged
GeneUp341,Common up,MOC,Hypothalamus,Unchanged
GeneUp342,Common up,MOC,Hypothalamus,Unchanged
GeneUp343,Common up,MOC,Hypothalamus,Unchanged
GeneUp344,Common up,MOC,Hypothalamus,Unchanged
GeneUp345,Common up,MOC,Hypothalamus,Unchanged
GeneUp346,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp347,Common up,MOC,Hypothalamus,Unchanged
GeneUp348,Common up,MOC,Hypothalamus,Unchanged
GeneUp349,Common up,MOC,Hypothalamus,Unchanged
GeneUp350,Common up,MOC,Hypothalamus,Unchanged
GeneUp351,Common up,MOC,Hypothalamus,Unchanged
GeneUp352,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp353,Common up,MOC,Hypothalamus,Unchanged
GeneUp354,Common up,MOC,Hypothalamus,Unchanged
GeneUp355,Common up,MOC,Hypothalamus,Unchanged
GeneUp356,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp357,Common up,MOC,Hypothalamus,Unchanged
GeneUp358,Common up,MOC,Hypothalamus,Unchanged
GeneUp359,Common up,MOC,Hypothalamus,Unchanged
GeneUp360,Common up,MOC,Hypothalamus,Unchanged
GeneUp361,Common up,MOC,Hypothalamus,Unchanged
GeneUp362,Common up,MOC,Hypothalamus,Unchanged
GeneUp363,Common up,MOC,Hypothalamus,Unchanged
GeneUp364,Common up,MOC,Hypothalamus,Unchanged
GeneUp365,Common up,MOC,Hypothalamus,Unchanged
GeneUp366,Common up,MOC,Hypothalamus,Unchanged
GeneUp367,Common up,MOC,Hypothalamus,Unchanged
GeneUp368,Common up,MOC,Hypothalamus,Unchanged
GeneUp369,Common up,MOC,Hypothalamus,Unchanged
GeneUp370,Common up,MOC,Hypothalamus,Unchanged
GeneUp371,Common up,MOC,Hypothalamus,Unchanged
GeneUp372,Common up,MOC,Hypothalamus,Unchanged
GeneUp373,Common up,MOC,Hypothalamus,Unchanged
GeneUp374,Common up,MOC,Hypothalamus,Unchanged
GeneUp375,Common up,MOC,Hypothalamus,Unchanged
GeneUp376,Common up,MOC,Hypothalamus,Unchanged
GeneUp377,Common up,MOC,Hypothalamus,Unchanged
GeneUp378,Common up,MOC,Hypothalamus,Unchanged
GeneUp379,Common up,MOC,Hypothalamus,Unchanged
GeneUp380,Common up,MOC,Hypothalamus,Unchanged
GeneUp381,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp382,Common up,MOC,Hypothalamus,Unchanged
GeneUp383,Common up,MOC,Hypothalamus,Unchanged
GeneUp384,Common up,MOC,Hypothalamus,Unchanged
GeneUp385,Common up,MOC,Hypothalamus,Unchanged
GeneUp386,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp387,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp388,Common up,MOC,Hypothalamus,Unchanged
GeneUp389,Common up,MOC,Hypothalamus,Unchanged
GeneUp390,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp391,Common up,MOC,Hypothalamus,Unchanged
GeneUp392,Common up,MOC,Hypothalamus,Downregulated in T1DM
GeneUp393,Common up,MOC,Hypothalamus,Unchanged
GeneUp394,Common up,MOC,Hypothalamus,Unchanged
GeneUp395,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp396,Common up,MOC,Hypothalamus,Unchanged
GeneUp397,Common up,MOC,Hypothalamus,Unchanged
GeneUp398,Common up,MOC,Hypothalamus,Unchanged
GeneUp399,Common up,MOC,Hypothalamus,Unchanged
GeneUp400,Common up,MOC,Hypothalamus,Unchanged
GeneUp401,Common up,MOC,Hypothalamus,Unchanged
GeneUp402,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp403,Common up,MOC,Hypothalamus,Unchanged
GeneUp404,Common up,MOC,Hypothalamus,Unchanged
GeneUp405,Common up,MOC,Hypothalamus,Unchanged
GeneUp406,Common up,MOC,Hypothalamus,Unchanged
GeneUp407,Common up,MOC,Hypothalamus,Unchanged
GeneUp408,Common up,MOC,Hypothalamus,Unchanged
GeneUp409,Common up,MOC,Hypothalamus,Unchanged
GeneUp410,Common up,MOC,Hypothalamus,Unchanged
GeneUp411,Common up,MOC,Hypothalamus,Unchanged
GeneUp412,Common up,MOC,Hypothalamus,Unchanged
GeneUp413,Common up,MOC,Hypothalamus,Unchanged
GeneUp414,Common up,MOC,Hypothalamus,Unchanged
GeneUp415,Common up,MOC,Hypothalamus,Unchanged
GeneUp416,Common up,MOC,Hypothalamus,Unchanged
GeneUp417,Common up,MOC,Hypothalamus,Unchanged
GeneUp418,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp419,Common up,MOC,Hypothalamus,Unchanged
GeneUp420,Common up,MOC,Hypothalamus,Unchanged
GeneUp421,Common up,MOC,Hypothalamus,Unchanged
GeneUp422,Common up,MOC,Hypothalamus,Unchanged
GeneUp423,Common up,MOC,Hypothalamus,Unchanged
GeneUp424,Common up,MOC,Hypothalamus,Unchanged
GeneUp425,Common up,MOC,Hypothalamus,Unchanged
GeneUp426,Common up,MOC,Hypothalamus,Unchanged
GeneUp427,Common up,MOC,Hypothalamus,Unchanged
GeneUp428,Common up,MOC,Hypothalamus,Unchanged
GeneUp429,Common up,MOC,Hypothalamus,Unchanged
GeneUp430,Common up,MOC,Hypothalamus,Unchanged
GeneUp431,Common up,MOC,Hypothalamus,Unchanged
GeneUp432,Common up,MOC,Hypothalamus,Unchanged
GeneUp433,Common up,MOC,Hypothalamus,Unchanged
GeneUp434,Common up,MOC,Hypothalamus,Unchanged
GeneUp435,Common up,MOC,Hypothalamus,Upregulated in T1DM
GeneUp436,Common up,MOC,Hypothalamus,Unchanged
GeneUp437,Common up,MOC,Hypothalamus,Unchanged
GeneUp438,Common up,MOC,Hypothalamus,Unchanged
GeneUp001,Common up,Astro,Hypothalamus,Upregulated in T1DM
GeneUp002,Common up,Astro,Hypothalamus,Upregulated in T1DM
GeneUp003,Common up,Astro,Hypothalamus,Unchanged
GeneUp004,Common up,Astro,Hypothalamus,Upregulated in T1DM
GeneUp005,Common up,Astro,Hypothalamus,Unchanged
GeneUp006,Common up,Astro,Hypothalamus,Unchanged
GeneUp007,Common up,Astro,Hypothalamus,Upregulated in T1DM
GeneUp008,Common up,Astro,Hypothalamus,Unchanged
GeneUp009,Common up,Astro,Hypothalamus,Unchanged
GeneUp010,Common up,Astro,Hypothalamus,Upregulated in T1DM
GeneUp011,Common up,Astro,Hypothalamus,Upregulated in T1DM
GeneUp012,Common up,Astro,Hypothalamus,Upregulated in T1DM
GeneUp013,Common up,Astro,Hypothalamus,Unchanged
GeneUp014,Common up,Astro,Hypothalamus,Unchanged
GeneUp015,Common up,Astro,Hypothalamus,Upregulated in T1DM
