cell,UMAP_1,UMAP_2,celltype,group
l674,-0.391,-0.5134,T cells,Control
l675,-0.4425,-0.3693,T cells,Treat
l676,-1.0661,-0.0345,T cells,Control
l677,0.0856,0.5981,T cells,Control
l678,1.6456,1.8139,T cells,Treat
l679,3.1729,1.8137,T cells,Control
l680,-1.5459,3.1685,T cells,Control
l681,2.7443,-0.0712,T cells,Treat
l682,-1.0331,1.6951,T cells,Control
l683,-0.7039,1.4362,T cells,Control
l684,0.0016,-0.3883,T cells,Treat
l685,0.3898,1.3024,T cells,Control
l686,-0.5806,-0.4818,T cells,Control
l687,3.0777,2.1768,T cells,Treat
l688,0.8021,0.7797,T cells,Control
l689,0.334,1.6691,T cells,Control
l690,0.7906,1.4443,T cells,Treat
l691,-0.9488,0.6162,T cells,Control
l692,-1.6259,1.6268,T cells,Control
l693,-0.5086,0.3584,T cells,Treat
l694,0.2985,2.1372,T cells,Control
l695,0.5732,2.8142,T cells,Control
l696,-2.0059,1.6619,T cells,Treat
l697,-2.1182,1.5149,T cells,Control
l698,3.0716,1.5812,T cells,Control
l699,1.3942,-0.4979,T cells,Treat
l700,1.1155,2.0448,T cells,Control
l701,0.9198,2.0661,T cells,Control
l702,1.4038,2.4503,T cells,Treat
l703,0.4479,0.2231,T cells,Control
l704,-0.0051,1.8894,T cells,Control
l705,0.2086,2.4035,T cells,Treat
l706,1.6559,-0.639,T cells,Control
l707,2.5022,1.5497,T cells,Control
l708,0.1683,1.503,T cells,Treat
l709,-0.6717,1.7551,T cells,Control
l710,2.1782,0.729,T cells,Control
l711,-0.2318,2.837,T cells,Treat
l712,-0.1138,0.3036,T cells,Control
l713,1.5002,3.2616,T cells,Control
l714,0.4912,1.0252,T cells,Treat
l715,0.8506,1.4953,T cells,Control
l716,0.1686,2.4083,T cells,Control
l717,-1.0643,2.3345,T cells,Treat
l718,1.0206,2.2033,T cells,Control
l719,0.4731,0.032,T cells,Control
l720,-0.0149,0.6085,T cells,Treat
l721,-0.2911,1.6692,T cells,Control
l722,-2.8429,1.9766,T cells,Control
l723,2.4551,3.2532,T cells,Treat
l724,0.2336,0.32,T cells,Control
l725,0.0237,3.6795,T cells,Control
l726,-1.6894,0.878,T cells,Treat
l727,-0.2592,0.296,T cells,Control
l728,1.8881,1.9204,T cells,Control
l729,0.8738,1.5421,T cells,Treat
l730,1.3063,-0.2552,T cells,Control
l731,-1.4083,0.8615,T cells,Control
l732,-1.066,0.8534,T cells,Treat
l733,-0.2293,1.3958,T cells,Control
l734,-2.813,0.8346,T cells,Control
l735,0.1825,2.7832,T cells,Treat
l736,-0.7825,-0.4211,T cells,Control
l737,-0.078,1.8871,T cells,Control
l738,1.3653,-0.3544,T cells,Treat
l739,1.622,1.925,T cells,Control
l740,0.7978,1.4154,T cells,Control
l741,-2.2193,1.4658,T cells,Treat
l742,-0.3674,1.2407,T cells,Control
l743,1.4658,-1.9235,T cells,Control
l744,-0.965,0.8537,T cells,Treat
l745,1.0818,2.7385,T cells,Control
l746,-0.4682,1.8176,T cells,Control
l747,-0.2601,2.6918,T cells,Treat
l748,0.107,1.2426,T cells,Control
l749,-1.2483,2.1363,T cells,Control
l750,-0.7571,0.0666,T cells,Treat
l751,0.7211,2.4007,T cells,Control
l752,-0.141,2.1768,T cells,Control
l753,-1.6219,1.6694,T cells,Treat
l754,0.6258,1.3495,T cells,Control
l755,0.3175,1.4264,T cells,Control
l756,-0.7012,3.4566,T cells,Treat
l757,-0.4507,2.8217,T cells,Control
l758,0.2889,1.6487,T cells,Control
l759,0.7315,1.9711,T cells,Treat
l760,-0.6733,0.2692,T cells,Control
l761,-0.7216,0.0227,T cells,Control
l762,0.7786,0.2808,T cells,Treat
l763,-2.3486,0.5081,T cells,Control
l764,-1.4411,1.9343,T cells,Control
l765,-0.1032,1.1952,T cells,Treat
l766,-1.328,3.3272,T cells,Control
l767,0.65,0.7158,T cells,Control
l768,-1.493,-0.8103,T cells,Treat
l769,-0.1831,2.2257,T cells,Control
l770,-0.5294,1.5256,T cells,Control
l771,2.0608,2.142,T cells,Treat
l772,2.2065,2.9347,T cells,Control
l773,0.7941,2.8668,T cells,Control
l774,-1.1983,1.2089,T cells,Treat
l775,2.6746,3.6846,T cells,Control
l776,-0.6388,-0.3117,T cells,Control
l777,0.5032,1.0068,T cells,Treat
l778,1.0015,0.7199,T cells,Control
l779,2.1388,-0.538,T cells,Control
l780,-1.7038,0.4219,T cells,Treat
l781,-0.5163,1.7321,T cells,Control
l782,0.3393,0.3354,T cells,Control
l783,-1.409,2.0029,T cells,Treat
l784,0.7159,0.7811,T cells,Control
l785,0.5443,1.2966,T cells,Control
l786,1.0442,0.3763,T cells,Treat
l787,-0.5147,1.1773,T cells,Control
l788,-2.1577,1.4712,T cells,Control
l789,-0.3763,-0.922,T cells,Treat
l790,-0.8911,2.1875,T cells,Control
l791,1.2681,2.8964,T cells,Control
l792,0.7501,1.8718,T cells,Treat
l793,0.4519,2.6306,T cells,Control
l794,1.0285,0.4405,T cells,Control
l795,-0.6886,1.1774,T cells,Treat
l796,-0.6447,1.0564,T cells,Control
l797,1.263,1.8789,T cells,Control
l798,-0.0878,0.9094,T cells,Treat
l799,0.4001,-0.8489,T cells,Control
l800,1.1771,1.1197,T cells,Control
l801,-0.7551,2.8626,T cells,Treat
l802,1.1172,3.073,T cells,Control
l803,-0.9897,2.3188,T cells,Control
l804,-0.7256,0.7974,T cells,Treat
l805,1.2519,3.9277,T cells,Control
l806,0.4097,0.7909,T cells,Control
l807,2.6423,1.0394,T cells,Treat
l808,-0.7623,0.5489,T cells,Control
l809,0.6987,-0.4021,T cells,Control
l810,-0.8584,-0.6554,T cells,Treat
l811,0.6383,1.8993,T cells,Control
l812,-0.0156,0.3171,T cells,Control
l813,0.4409,1.4107,T cells,Treat
l814,1.4476,1.2958,T cells,Control
l815,-0.512,1.1932,T cells,Control
l816,-2.081,3.0562,T cells,Treat
l817,-1.4035,1.2121,T cells,Control
l818,-0.1306,0.9168,T cells,Control
l819,-1.5331,-0.2166,T cells,Treat
l820,1.0775,1.5373,T cells,Control
l821,1.9275,2.0245,T cells,Control
l822,1.4207,1.433,T cells,Treat
l823,-0.0927,-0.4915,T cells,Control
l824,-0.3099,1.0994,T cells,Control
l825,-0.9516,0.9993,T cells,Treat
l826,0.0597,2.3156,T cells,Control
l827,0.3162,1.1452,T cells,Control
l828,0.9999,0.5541,T cells,Treat
l829,0.3128,4.1752,T cells,Control
l830,1.0026,1.7417,T cells,Control
l831,1.309,0.5555,T cells,Treat
l832,1.5496,3.8887,T cells,Control
l833,1.1877,-0.5047,T cells,Control
l834,-1.8328,-0.5424,T cells,Treat
l835,-1.3997,1.302,T cells,Control
l836,1.4832,1.9307,T cells,Control
l837,-0.0696,0.4446,T cells,Treat
l838,-0.196,1.4265,T cells,Control
l839,-1.4458,2.1269,T cells,Control
l840,-1.7813,1.165,T cells,Treat
l841,-0.386,0.1071,T cells,Control
l842,0.944,0.9153,T cells,Control
l843,-2.0563,1.953,T cells,Treat
l844,1.2163,0.2822,T cells,Control
l845,-0.6055,0.2771,T cells,Control
l846,-1.6783,1.7351,T cells,Treat
l847,-0.6657,1.0596,T cells,Control
l848,-1.6929,1.1715,T cells,Control
l849,-0.4421,3.6072,T cells,Treat
l850,-0.9227,0.4294,T cells,Control
l851,-1.5264,2.172,T cells,Control
l852,0.9595,2.2585,T cells,Treat
l853,-2.0528,1.4997,T cells,Control
l854,0.9797,1.0506,T cells,Control
l855,0.6888,1.2972,T cells,Treat
l856,1.1856,0.2387,T cells,Control
l857,2.4486,0.8358,T cells,Control
l858,0.7904,3.0792,T cells,Treat
l859,-0.1323,-0.0182,T cells,Control
l860,-1.7754,0.1662,T cells,Control
l861,0.6821,-0.0983,T cells,Treat
l862,0.7781,0.2261,T cells,Control
l863,-0.1088,-0.7458,T cells,Control
l864,-0.3841,1.1497,T cells,Treat
l865,0.6497,2.7088,T cells,Control
l866,2.145,3.2113,T cells,Control
l867,0.0867,4.7218,T cells,Treat
l868,0.4646,0.3968,T cells,Control
l869,-2.1662,2.0053,T cells,Control
l870,0.9785,2.8419,T cells,Treat
l871,2.5957,3.1405,T cells,Control
l872,0.917,0.9312,T cells,Control
l873,-1.039,0.5141,T cells,Treat
l874,0.7743,2.5309,T cells,Control
l875,-0.7718,1.7501,T cells,Control
l876,1.5704,0.8293,T cells,Treat
l877,1.1782,0.603,T cells,Control
l878,-0.9524,0.8498,T cells,Control
l879,-0.2915,1.0409,T cells,Treat
l880,1.042,1.3358,T cells,Control
l881,-0.7388,1.7065,T cells,Control
l882,-1.3905,0.0295,T cells,Treat
l883,0.635,1.9486,T cells,Control
l884,-2.1867,-0.3467,T cells,Control
l885,1.8948,2.0591,T cells,Treat
l886,0.8168,2.0524,T cells,Control
l887,-0.5931,3.6251,T cells,Control
l888,-0.4119,-0.0216,T cells,Treat
l889,2.2187,1.0329,T cells,Control
l890,0.1471,1.11,T cells,Control
l891,0.8833,3.1014,T cells,Treat
l892,0.2019,1.7373,T cells,Control
l893,-0.7809,-1.1824,T cells,Control
l894,0.3482,3.0328,T cells,Treat
l895,0.5365,0.0422,T cells,Control
l896,-0.1833,2.1079,T cells,Control
l897,1.6548,0.3181,T cells,Treat
l898,0.3487,1.5182,T cells,Control
l899,0.3208,0.7302,T cells,Control
l900,1.8315,-0.4557,T cells,Treat
l901,0.5795,1.1767,T cells,Control
l902,2.9216,-0.0803,T cells,Control
l903,3.0898,1.1245,T cells,Treat
l904,-0.9121,1.4763,T cells,Control
l905,2.1875,1.0815,T cells,Control
l906,3.0758,3.5241,T cells,Treat
l907,-0.6374,1.5113,T cells,Control
l908,1.667,2.7701,T cells,Control
l909,2.2933,0.9544,T cells,Treat
l910,0.1236,2.6716,T cells,Control
l911,1.5717,1.0869,T cells,Control
l912,-0.7102,1.6917,T cells,Treat
l913,-2.6311,2.7773,T cells,Control
l914,-2.4144,1.3478,T cells,Control
l915,0.2779,3.8255,T cells,Treat
l916,1.7657,1.1134,T cells,Control
l917,0.5484,1.3975,T cells,Control
l918,3.0818,0.232,T cells,Treat
l919,-1.5486,1.8069,T cells,Control
l920,1.358,-0.1726,T cells,Control
l921,-0.7556,-0.2424,T cells,Treat
l922,2.9284,1.4614,T cells,Control
l923,0.2969,1.0891,T cells,Control
l924,-1.8334,-1.6289,T cells,Treat
l925,-1.9544,3.1813,T cells,Control
l926,-0.0282,2.2289,T cells,Control
l927,0.8786,2.4243,T cells,Treat
l928,-2.7623,0.3901,T cells,Control
l929,0.6829,2.2629,T cells,Control
l930,-0.6747,3.2217,T cells,Treat
l931,0.0631,3.2701,T cells,Control
l932,-1.5447,0.7423,T cells,Control
l933,1.8983,1.9003,T cells,Treat
l934,1.1035,1.6358,T cells,Control
l935,-2.4774,-0.9818,T cells,Control
l936,-0.4902,1.9482,T cells,Treat
l937,-2.3787,-1.6749,T cells,Control
l938,0.1528,1.851,T cells,Control
l939,1.3541,1.8548,T cells,Treat
l940,-0.2748,0.8353,T cells,Control
l941,0.7877,-0.2537,T cells,Control
l942,-2.7779,-0.1123,T cells,Treat
l943,0.7881,0.8591,T cells,Control
l944,1.5429,2.1452,T cells,Control
l945,0.3606,0.2883,T cells,Treat
l946,-1.4783,0.9085,T cells,Control
l947,0.0914,1.9995,T cells,Control
l948,0.2791,0.8062,T cells,Treat
l949,-0.2151,0.3134,T cells,Control
l950,1.1102,0.5797,T cells,Control
l951,-0.2694,2.0426,T cells,Treat
l952,-2.2139,0.9416,T cells,Control
l953,-2.3495,0.9045,T cells,Control
l954,1.3932,-0.0631,T cells,Treat
l955,1.5018,2.775,T cells,Control
l956,1.4127,-0.0099,T cells,Control
l957,-1.301,1.2738,T cells,Treat
l958,1.3642,2.1876,T cells,Control
l959,0.1186,1.28,T cells,Control
l960,-0.7759,0.9633,T cells,Treat
l961,0.2898,1.23,T cells,Control
l962,1.5025,-1.2051,T cells,Control
l963,-0.8039,0.3944,T cells,Treat
l964,-0.4379,1.3231,T cells,Control
l965,-1.7522,0.6485,T cells,Control
l966,0.7684,1.3973,T cells,Treat
l967,1.2643,2.3647,T cells,Control
l968,-2.0706,0.5178,T cells,Control
l969,1.3272,2.3743,T cells,Treat
l970,0.1019,0.792,T cells,Control
l971,-1.8374,0.8138,T cells,Control
l972,1.6205,2.1846,T cells,Treat
l973,1.4996,-1.3828,T cells,Control
l974,1.1359,-2.309,T cells,Control
l975,-1.1295,1.2951,T cells,Treat
l976,0.7434,1.9911,T cells,Control
l977,-1.6446,-0.108,T cells,Control
l978,2.2454,3.5701,T cells,Treat
l979,0.1416,0.9176,T cells,Control
l980,0.5021,2.6284,T cells,Control
l981,-1.2497,0.3303,T cells,Treat
l982,-0.7276,-0.6268,T cells,Control
l983,0.2045,1.161,T cells,Control
l984,0.1978,2.9339,T cells,Treat
l985,0.3927,3.6061,T cells,Control
l986,-2.0251,-0.1809,T cells,Control
l987,-0.1944,2.9611,T cells,Treat
l988,1.3415,1.0124,T cells,Control
l989,1.4558,-0.6372,T cells,Control
l990,0.3525,0.0508,T cells,Treat
l991,1.4523,1.2083,T cells,Control
l992,1.2701,1.4526,T cells,Control
l993,0.7918,1.1013,T cells,Treat
l994,0.1362,0.7598,T cells,Control
l995,0.0884,2.302,T cells,Control
l996,0.0935,-0.262,T cells,Treat
l997,1.2393,0.0241,T cells,Control
l998,-1.3513,1.3635,T cells,Control
l999,0.3084,1.7895,T cells,Treat
l1000,-1.7643,-0.1875,T cells,Control
l1001,-0.9461,1.1491,T cells,Control
l1002,1.6845,0.4468,T cells,Treat
l1003,0.6895,1.1687,T cells,Control
l1004,1.1065,3.1902,T cells,Control
l1005,1.753,2.7668,T cells,Treat
l1006,0.8817,3.2869,T cells,Control
l1007,3.1651,0.182,T cells,Control
l1008,-0.0912,-0.3431,T cells,Treat
l1009,-0.1466,-0.361,T cells,Control
l1010,2.816,-0.2368,T cells,Control
l1011,0.9927,1.4239,T cells,Treat
l1012,-0.4374,0.9356,T cells,Control
l1013,-0.1271,0.9477,T cells,Control
l1014,-3.1381,0.0145,T cells,Treat
l1015,3.2012,0.8197,T cells,Control
l1016,0.8376,1.5236,T cells,Control
l1017,2.5843,-0.9252,T cells,Treat
l1018,-0.6303,0.7593,T cells,Control
l1019,-2.4459,0.1454,T cells,Control
l1020,0.9613,0.7197,T cells,Treat
l1021,-0.1868,1.34,T cells,Control
l1022,2.2132,1.7228,T cells,Control
l1023,-0.1307,1.0654,T cells,Treat
l1024,-2.1783,2.7623,T cells,Control
l1025,0.6442,0.8183,T cells,Control
l1026,2.4549,0.5524,T cells,Treat
l1027,-1.3489,-0.9317,T cells,Control
l1028,-1.2212,-0.5022,T cells,Control
l1029,-1.332,2.6601,T cells,Treat
l1030,1.3622,1.1684,T cells,Control
l1031,-2.5374,1.0871,T cells,Control
l1032,0.1344,2.0265,T cells,Treat
l1033,-1.1576,1.6543,T cells,Control
l1034,-4.0233,2.3083,T cells,Control
l1035,1.2954,0.332,T cells,Treat
l1036,0.2848,1.5101,T cells,Control
l1037,-0.2855,1.6825,T cells,Control
l1038,0.5783,0.5336,T cells,Treat
l1039,-1.6754,2.0554,T cells,Control
l1040,0.3885,-0.8426,T cells,Control
l1041,0.8095,1.6967,T cells,Treat
l1042,-1.2515,2.9215,T cells,Control
l1043,-0.7165,2.2791,T cells,Control
l1044,0.8419,-0.3016,T cells,Treat
l1045,2.2868,0.9893,T cells,Control
l1046,0.2424,0.48,T cells,Control
l1047,0.6393,1.234,T cells,Treat
l1048,-0.8698,0.0299,T cells,Control
l1049,2.5301,2.1938,T cells,Control
l1050,2.5487,2.0603,T cells,Treat
l1051,-0.9629,2.3569,T cells,Control
l1052,3.627,1.0676,T cells,Control
l1053,-1.2488,1.1321,T cells,Treat
l1054,-0.8903,-0.2322,T cells,Control
l1055,1.4401,1.7439,T cells,Control
l1056,-0.971,2.0905,T cells,Treat
l1057,2.4341,2.6684,T cells,Control
l1058,-1.8281,0.6898,T cells,Control
l1059,-1.5876,1.4204,T cells,Treat
l1060,1.6932,3.775,T cells,Control
l1061,0.9262,-1.6198,T cells,Control
l1062,1.6918,1.0286,T cells,Treat
l1063,0.0293,2.5144,T cells,Control
l1064,-0.9703,-0.0284,T cells,Control
l1065,-0.5501,-0.4832,T cells,Treat
l1066,0.664,1.381,T cells,Control
l1067,-1.12,-0.2903,T cells,Control
l1068,-0.7853,2.3901,T cells,Treat
l1069,0.2864,0.8852,T cells,Control
l1070,2.2129,1.8196,T cells,Control
l1071,-2.3108,0.6579,T cells,Treat
l1072,-2.1394,1.2476,T cells,Control
l1073,0.7487,3.2755,T cells,Control
l1074,-0.4672,0.491,T cells,Treat
l1075,1.3333,-0.6028,T cells,Control
l1076,-0.514,0.1156,T cells,Control
l1077,-1.1899,0.1887,T cells,Treat
l1078,1.6037,1.8912,T cells,Control
l1079,0.3213,0.5762,T cells,Control
l1080,2.6016,1.5765,T cells,Treat
l1081,-0.8885,0.2116,T cells,Control
l1082,-0.6323,0.2146,T cells,Control
l1083,-0.2791,0.5178,T cells,Treat
l1084,1.4969,1.2418,T cells,Control
l1085,1.8219,1.6658,T cells,Control
l1086,-0.8227,-0.8305,T cells,Treat
l1087,0.3666,-0.8347,T cells,Control
l1088,-0.0096,2.4016,T cells,Control
l1089,2.891,-0.5485,T cells,Treat
l1090,1.0586,1.0644,T cells,Control
l1091,0.0263,1.351,T cells,Control
l1092,0.1521,1.5614,T cells,Treat
l1093,-1.8569,1.6902,T cells,Control
l1094,1.6743,0.7422,T cells,Control
l1095,0.2131,1.8783,T cells,Treat
l1096,-1.4344,2.1157,T cells,Control
l1097,-3.343,1.2828,T cells,Control
l1098,-1.0477,1.8819,T cells,Treat
l1099,0.4053,1.6324,T cells,Control
l1100,-1.4966,0.7845,T cells,Control
l1101,0.0459,0.6195,T cells,Treat
l1102,1.4645,0.6071,T cells,Control
l1103,-1.2081,0.2559,T cells,Control
l1104,-0.1926,1.2556,T cells,Treat
l1105,1.2397,3.4573,T cells,Control
l1106,-2.1899,-1.6592,T cells,Control
l1107,0.536,-0.6262,T cells,Treat
l1108,2.7679,1.3217,T cells,Control
l1109,1.1452,0.0174,T cells,Control
l1110,0.4683,1.6243,T cells,Treat
l1111,-1.184,1.8575,T cells,Control
l1112,0.4808,2.4968,T cells,Control
l1113,1.4177,2.9638,T cells,Treat
l1114,-0.7772,0.2569,T cells,Control
l1115,-2.1139,3.9786,T cells,Control
l1116,-0.8844,0.9579,T cells,Treat
l1117,-1.2024,0.636,T cells,Control
l1118,-1.7615,3.0363,T cells,Control
l1119,-0.4897,1.3375,T cells,Treat
l1120,-0.4897,1.3502,T cells,Control
l1121,-0.8161,1.6023,T cells,Control
l1122,1.2487,1.482,T cells,Treat
l1123,1.0529,2.5532,T cells,Control
l1124,-2.2323,-0.589,T cells,Control
l1125,-0.0558,-0.0231,T cells,Treat
l1126,0.0209,1.0882,T cells,Control
l1127,1.9418,-0.3369,T cells,Control
l1128,1.9736,0.5999,T cells,Treat
l1129,-1.556,2.031,T cells,Control
l1130,1.4582,0.425,T cells,Control
l1131,-0.8857,0.9961,T cells,Treat
l1132,-0.701,-0.6125,T cells,Control
l1133,1.6881,0.3789,T cells,Control
l1134,1.659,3.2317,T cells,Treat
l1135,0.8977,1.446,T cells,Control
l1136,-0.6942,1.6123,T cells,Control
l1137,-1.4341,0.4596,T cells,Treat
l1138,-0.515,2.9802,T cells,Control
l1139,-1.1859,2.8024,T cells,Control
l1140,-0.4226,0.403,T cells,Treat
l1141,2.0834,1.6204,T cells,Control
l1142,-1.8936,2.7863,T cells,Control
l1143,-1.419,2.0124,T cells,Treat
l1144,2.1049,4.4574,T cells,Control
l1145,-0.119,0.7824,T cells,Control
l1146,-0.3519,1.5248,T cells,Treat
l1147,0.4179,2.469,T cells,Control
l1148,-0.0602,1.1606,T cells,Control
l1149,-2.0288,1.7652,T cells,Treat
l1150,1.1565,0.5991,T cells,Control
l1151,0.8117,0.5416,T cells,Control
l1152,0.8858,-0.1836,T cells,Treat
l1153,-0.6766,1.6997,T cells,Control
l1154,1.529,0.2254,T cells,Control
l1155,0.453,0.0166,T cells,Treat
l1156,1.8043,1.8712,T cells,Control
l1157,1.9397,1.051,T cells,Control
l1158,1.1914,2.6417,T cells,Treat
l1159,-0.1766,3.6782,T cells,Control
l1160,1.1412,1.9291,T cells,Control
l1161,1.1502,0.7948,T cells,Treat
l1162,-0.4716,0.5968,T cells,Control
l1163,-0.4518,0.896,T cells,Control
l1164,3.9232,2.2817,T cells,Treat
l1165,0.1206,0.6912,T cells,Control
l1166,1.7821,0.023,T cells,Control
l1167,2.8305,0.4156,T cells,Treat
l1168,-1.4883,0.5022,T cells,Control
l1169,-1.7288,0.5129,T cells,Control
l1170,-2.2003,1.3637,T cells,Treat
l1171,1.4729,1.615,T cells,Control
l1172,-1.713,0.9294,T cells,Control
l1173,-0.3155,0.307,T cells,Treat
l1174,0.5608,1.8339,T cells,Control
l1175,0.5046,0.7406,T cells,Control
l1176,0.3138,1.7743,T cells,Treat
l1177,-0.3499,1.1945,T cells,Control
l1178,-2.0923,2.231,T cells,Control
l1179,-1.3427,1.2556,T cells,Treat
l1180,-1.4087,1.8805,T cells,Control
l1181,0.5016,1.5736,T cells,Control
l1182,3.6498,2.4744,T cells,Treat
l1183,-0.8355,-0.4557,T cells,Control
l1184,0.6463,0.5375,T cells,Control
l1185,-0.0499,1.6688,T cells,Treat
l1186,0.2114,2.4537,T cells,Control
l1187,0.3042,1.932,T cells,Control
l1188,2.1232,-0.301,T cells,Treat
l1189,0.7338,0.8893,T cells,Control
l1190,-1.3497,1.0121,T cells,Control
l1191,-0.4848,0.5088,T cells,Treat
l1192,-0.5447,2.4124,T cells,Control
l1193,-1.5007,1.0437,T cells,Control
l1194,-1.0347,0.119,T cells,Treat
l1195,0.137,1.7256,T cells,Control
l1196,0.8532,0.1031,T cells,Control
l1197,-0.5562,1.552,T cells,Treat
l1198,0.8582,1.5995,T cells,Control
l1199,-0.1814,1.8764,T cells,Control
l1200,-0.0071,1.6063,T cells,Treat
l1201,0.6963,-0.3567,T cells,Control
l1202,-1.4597,0.141,T cells,Control
l1203,-0.7818,-0.8507,T cells,Treat
l1204,0.7938,1.0815,T cells,Control
l1205,1.118,1.1653,T cells,Control
l1206,1.6133,-0.1818,T cells,Treat
l1207,-1.3117,1.1096,T cells,Control
l1208,1.8184,0.2738,T cells,Control
l1209,1.4294,2.4952,T cells,Treat
l1210,0.72,4.1332,T cells,Control
l1211,-2.8152,0.7895,T cells,Control
l1212,0.7116,2.7916,T cells,Treat
l1213,-1.8777,2.1905,T cells,Control
l1214,-1.2153,2.2807,T cells,Control
l1215,-1.0472,1.481,T cells,Treat
l1216,1.6021,0.6757,T cells,Control
l1217,0.4216,1.346,T cells,Control
l1218,-1.1023,2.3792,T cells,Treat
l1219,0.1646,0.5923,T cells,Control
l1220,-1.561,1.455,T cells,Control
l1221,-0.4861,1.702,T cells,Treat
l1222,1.2059,2.3308,T cells,Control
l1223,-3.2803,1.3267,T cells,Control
l1224,1.034,1.2418,T cells,Treat
l1225,-0.6595,0.2106,T cells,Control
l1226,0.7692,1.1321,T cells,Control
l1227,0.7027,1.8118,T cells,Treat
l1228,0.8033,0.5836,T cells,Control
l1229,0.0696,1.6604,T cells,Control
l1230,-1.596,1.4424,T cells,Treat
l1231,-1.2548,2.1107,T cells,Control
l1232,1.3431,1.9449,T cells,Control
l1233,1.0499,-0.6616,T cells,Treat
l1234,-0.5685,2.1853,T cells,Control
l1235,-0.5396,0.0266,T cells,Control
l1236,0.2017,1.5158,T cells,Treat
l1237,-0.612,2.6754,T cells,Control
l1238,0.3887,-0.3675,T cells,Control
l1239,-0.1123,0.4606,T cells,Treat
l1240,2.6043,0.9073,T cells,Control
l1241,-1.0117,1.8275,T cells,Control
l1242,-1.1604,2.7724,T cells,Treat
l1243,3.2315,2.3402,T cells,Control
l1244,-1.1944,-0.5311,T cells,Control
l1245,0.7412,0.6663,T cells,Treat
l1246,0.9917,-0.6154,T cells,Control
l1247,-0.5615,1.8392,T cells,Control
l1248,-2.0434,0.4133,T cells,Treat
l1249,-0.2389,1.0781,T cells,Control
l1250,-0.6719,-0.2995,T cells,Control
l1251,-0.5129,0.7184,T cells,Treat
l1252,0.3728,0.8459,T cells,Control
l1253,-0.1311,0.8112,T cells,Control
l1254,0.1128,0.1886,T cells,Treat
l1255,1.9485,2.8821,T cells,Control
l1256,0.4942,1.0836,T cells,Control
l1257,0.9601,2.501,T cells,Treat
l1258,-0.1143,1.3508,T cells,Control
l1259,3.1048,0.3238,T cells,Control
l1260,0.0755,1.907,T cells,Treat
l1261,2.3372,1.3968,T cells,Control
l1262,-0.7961,3.0292,T cells,Control
l1263,0.8399,0.6054,T cells,Treat
l1264,0.0362,1.0837,T cells,Control
l1265,0.9605,1.1595,T cells,Control
l1266,1.5293,0.6306,T cells,Treat
l1267,0.4933,0.7445,T cells,Control
l1268,2.4957,1.6809,T cells,Control
l1269,0.7552,0.897,T cells,Treat
l1270,1.6768,0.3102,T cells,Control
l1271,0.6609,2.2213,T cells,Control
l1272,-0.655,0.5838,T cells,Treat
l1273,-0.1929,1.4643,T cells,Control
l1274,0.5836,2.3722,T cells,Control
l1275,0.384,0.6555,T cells,Treat
l1276,1.3481,1.0169,T cells,Control
l1277,0.997,1.2318,T cells,Control
l1278,-0.4843,-0.4073,T cells,Treat
l1279,1.2762,3.219,T cells,Control
l1280,-0.8555,0.2017,T cells,Control
l1281,0.5817,1.4537,T cells,Treat
l1282,0.156,-0.3226,T cells,Control
l1283,1.0948,0.7408,T cells,Control
l1284,0.674,0.6432,T cells,Treat
l1285,2.6203,1.3969,T cells,Control
l1286,0.7201,2.2421,T cells,Control
l1287,0.0455,0.9522,T cells,Treat
l1288,3.6048,0.2091,T cells,Control
l1289,1.9603,1.1304,T cells,Control
l1290,1.9569,1.2076,T cells,Treat
l1291,-1.0851,2.3102,T cells,Control
