genome,species,domain,representative_flag
TARA_SAMEA2622677_METAG_KBPPAGFB,677_1,Bacteria,FALSE
TARA_SAMEA4397536_METAG_NIDGFOMJ,4152_1,Bacteria,FALSE
TARA_SAMEA4397536_METAG_PPMBDFND,4700_1,Bacteria,FALSE
TARA_SAMEA2620227_METAG_PDPEFNBK,2918_0,Bacteria,TRUE
TARA_SAMEA2620980_METAG_HLDEJBHE,424_0,Bacteria,TRUE
TARA_SAMEA4397948_METAG_CJELGJCM,991_4,Bacteria,TRUE
TARA_SAMEA2621099_METAG_CCIALLMF,676_1,Bacteria,FALSE
TARA_SAMEA2620991_METAG_NCKFGONK,894_1,Bacteria,FALSE
TARA_SAMEA4398360_METAG_GLLKEDJF,1264_1,Bacteria,FALSE
TARA_SAMEA4398360_METAG_BPNDFBAG,1115_1,Bacteria,TRUE
TARA_SAMEA4398266_METAG_CIJKCIBB,4152_1,Bacteria,TRUE
TARA_SAMEA4397330_METAG_GENHDNHJ,1264_1,Bacteria,FALSE
TARA_SAMEA4397586_METAG_HMEMIMBJ,895_1,Bacteria,FALSE
TARA_SAMEA2621564_METAG_PJFFNECB,609_2,Bacteria,FALSE
TARA_SAMEA4397489_METAG_EMMCHIIM,1264_1,Bacteria,TRUE
TARA_SAMEA4397489_METAG_PKJFCHJO,893_1,Bacteria,TRUE
TARA_SAMEA4397489_METAG_GPBOHONC,4152_1,Bacteria,FALSE
TARA_SAMEA2619854_METAG_DHKPDHFL,1549_1,Bacteria,TRUE
TARA_SAMEA2619903_METAG_DMIKMCEE,1549_1,Bacteria,FALSE
TARA_SAMEA2621528_METAG_LMPJOJBM,1189_2,Bacteria,TRUE
TARA_SAMEA4396988_METAG_FOHKGEEE,4152_1,Bacteria,FALSE
TARA_SAMEA4396988_METAG_AFDCNOCA,1264_1,Bacteria,FALSE
TARA_SAMEA4397445_METAG_OOOMKIEM,4152_1,Bacteria,FALSE
TARA_SAMEA4397445_METAG_JNHKOBNB,991_3,Bacteria,FALSE
TARA_SAMEA4398315_METAG_ODIMHKIJ,6173_1,Bacteria,TRUE
TARA_SAMEA4397920_METAG_DFCHONMJ,1202_1,Bacteria,FALSE
TARA_SAMEA4397920_METAG_NBNHFLOD,1189_1,Bacteria,FALSE
TARA_SAMEA2622716_METAG_KPOBLLMP,2940_1,Bacteria,FALSE
TARA_SAMEA2622823_METAG_EBPOBCBI,1768_4,Bacteria,FALSE
TARA_SAMEA4397118_METAG_BEODKAND,684_1,Bacteria,TRUE
TARA_SAMEA4397118_METAG_MADEPHFA,2342_1,Bacteria,FALSE
TARA_SAMEA4397118_METAG_JPPFBIOG,4152_1,Bacteria,FALSE
TARA_SAMEA4397118_METAG_KICMDCJG,926_1,Bacteria,TRUE
TARA_SAMEA2623327_METAG_HEEMADEL,783_1,Bacteria,FALSE
TARA_SAMEA2623327_METAG_HPJGDEEI,1403_1,Bacteria,FALSE
TARA_SAMEA2621300_METAG_DLFIIANO,677_1,Bacteria,FALSE
TARA_SAMEA2621300_METAG_FEKOJAOK,894_2,Bacteria,FALSE
TARA_SAMEA4397255_METAG_EGAAMBHP,1264_1,Bacteria,FALSE
TARA_SAMEA4397255_METAG_LHBNFFOA,1427_1,Bacteria,TRUE
TARA_SAMEA4397255_METAG_NDCCPDEP,677_1,Bacteria,FALSE
TARA_SAMEA4398001_METAG_MAGPKEIF,1312_1,Bacteria,TRUE
TARA_SAMEA2619791_METAG_PDHHDEMN,1404_0,Bacteria,TRUE
TARA_SAMEA2622212_METAG_LNAPEFEO,1426_1,Bacteria,FALSE
TARA_SAMEA2621242_METAG_FGOJGGEL,677_1,Bacteria,FALSE
TARA_SAMEA2621242_METAG_JDPCKNJD,1027_1,Bacteria,FALSE
TARA_SAMEA4397747_METAG_FMCKKMMP,991_4,Bacteria,FALSE
TARA_SAMEA2621010_METAG_HIIFMGJH,894_1,Bacteria,FALSE
TARA_SAMEA2621204_METAG_IHADJLAL,1027_1,Bacteria,FALSE
TARA_SAMEA4397215_METAG_GAAAIJJK,991_3,Bacteria,FALSE
TARA_SAMEA4397215_METAG_CLAGOLLK,1202_1,Bacteria,FALSE
TARA_SAMEA4397215_METAG_ILCOPCBG,1189_1,Bacteria,FALSE
TARA_SAMEA4397215_METAG_MECMFAKA,288_1,Bacteria,FALSE
TARA_SAMEA2622678_METAG_IGPHDBBK,679_1,Bacteria,FALSE
TARA_SAMEA2621247_METAG_NOOBCFIB,991_3,Bacteria,FALSE
TARA_SAMEA2621045_METAG_BFFIBILI,2939_1,Bacteria,FALSE
TARA_SAMEA2620035_METAG_IGCCHELG,4722_1,Bacteria,FALSE
TARA_SAMEA2621859_METAG_LMMJEOCK,2639_1,Bacteria,TRUE
TARA_SAMEA2619907_METAG_JNGKLHKE,2629_1,Bacteria,TRUE
TARA_SAMEA2623513_METAG_KKMAEAIE,2680_1,Bacteria,FALSE
TARA_SAMEA2622149_METAG_NDLLFMCI,179_1,Bacteria,FALSE
TARA_SAMEA2622710_METAG_FHOBMPIE,2940_1,Bacteria,TRUE
TARA_SAMEA2623390_METAG_GAKINMBA,1312_4,Bacteria,TRUE
TARA_SAMEA2622673_METAG_HGKFMICN,650_1,Bacteria,FALSE
TARA_SAMEA2621551_METAG_PDBJEGFH,3375_0,Bacteria,TRUE
TARA_SAMEA2621092_METAG_KFIBCKLI,1549_1,Bacteria,FALSE
TARA_SAMEA2621092_METAG_PINFDOMM,1406_0,Bacteria,TRUE
TARA_SAMEA2623314_METAG_KAPLAEKP,2990_1,Bacteria,FALSE
TARA_SAMEA2622652_METAG_IDAOBJKO,704_1,Bacteria,FALSE
TARA_SAMEA2621839_METAG_APLAGKHB,194_2,Bacteria,TRUE
BGEO_SAMN07136947_METAG_PNJGMBLN,182_1,Bacteria,TRUE
BGEO_SAMN07136632_METAG_OCIPKBPN,183_1,Bacteria,FALSE
BGEO_SAMN07136948_METAG_JCDFMAKF,182_1,Bacteria,FALSE
BGEO_SAMN07136489_METAG_IFLGICPE,183_1,Bacteria,FALSE
MALA_SAMN05422226_METAG_EJEPAIKM,3772_1,Bacteria,TRUE
MALA_SAMN05422120_METAG_OJHGHPEI,2990_1,Bacteria,FALSE
MALA_SAMN05421555_METAG_CLKOJKMO,2431_1,Bacteria,FALSE
TARA_SAMN05326644_METAG_PON00006,924_1,Bacteria,TRUE
TARA_SAMN05326646_METAG_PSW00030,2940_1,Bacteria,FALSE
TARA_SAMN05326648_METAG_IOS00023,989_1,Bacteria,FALSE
TARA_SAMN05326641_METAG_ANW00004,929_1,Bacteria,FALSE
MARD_SAMN08886391_SAGS_MMP08886391,178_1,Bacteria,FALSE
MARD_SAMN08886392_SAGS_MMP08886392,178_1,Bacteria,FALSE
MARD_SAMN08886542_SAGS_MMP08886542,4242_2,Bacteria,FALSE
MARD_SAMN08886552_SAGS_MMP08886552,4221_74,Bacteria,TRUE
MARD_SAMN08730821_REFG_MMP08730821,1085_0,Bacteria,TRUE
MARD_SAMN08149906_REFG_MMP08149906,680_0,Bacteria,TRUE
MARD_SAMN08886617_SAGS_MMP08886617,194_1,Bacteria,FALSE
MARD_SAMN08886630_SAGS_MMP08886630,194_2,Bacteria,FALSE
MARD_SAMN08886661_SAGS_MMP08886661,181_1,Bacteria,FALSE
MARD_SAMN04965933_REFG_MMP04965933,1237_0,Bacteria,TRUE
MARD_SAMEA2593984_REFG_MMP2593984,1749_5,Bacteria,FALSE
MARD_SAMEA2593998_REFG_MMP2593998,1749_5,Bacteria,FALSE
MARD_SAMEA2593999_REFG_MMP2593999,1749_5,Bacteria,FALSE
MARD_SAMEA2594000_REFG_MMP2594000,1749_5,Bacteria,FALSE
MARD_SAMEA2594003_REFG_MMP2594003,1749_5,Bacteria,FALSE
MARD_SAMEA2594035_REFG_MMP2594035,1749_5,Bacteria,FALSE
MARD_SAMD00018367_REFG_MMP00018367,1792_1,Bacteria,TRUE
MARD_SAMD00019140_REFG_MMP00019140,1768_3,Bacteria,FALSE
MARD_SAMD00035723_REFG_MMP00035723,1792_1,Bacteria,FALSE
MARD_SAMEA2272788_REFG_MMP2272788,688_3,Bacteria,TRUE
MARD_SAMN02436110_REFG_MMP02436110,881_1,Bacteria,TRUE
MARD_SAMN02436161_REFG_MMP02436161,1079_1,Bacteria,TRUE
MARD_SAMN05417990_REFG_MMP05417990,1749_10,Bacteria,TRUE
MARD_SAMN05417996_REFG_MMP05417996,1749_8,Bacteria,FALSE
MARD_SAMN05418114_REFG_MMP05418114,1749_9,Bacteria,FALSE
MARD_SAMN05418152_REFG_MMP05418152,1749_10,Bacteria,FALSE
MARD_SAMN09634893_REFG_MMP09634893,1768_3,Bacteria,FALSE
MARD_SAMN10412359_REFG_MMP10412359,688_2,Bacteria,TRUE
MARD_SAMN04487859_REFG_MMP04487859,1252_0,Bacteria,TRUE
MARD_SAMN04488050_REFG_MMP04488050,1288_1,Bacteria,TRUE
MARD_SAMN04490244_REFG_MMP04490244,1317_0,Bacteria,TRUE
MARD_SAMN05444003_REFG_MMP05444003,26_0,Bacteria,TRUE
MARD_SAMN05660686_REFG_MMP05660686,4723_0,Bacteria,TRUE
MARD_SAMD00028747_REFG_MMP00028747,1079_1,Bacteria,FALSE
MARD_SAMEA3495742_REFG_MMP3495742,906_0,Bacteria,TRUE
MARD_SAMEA3531082_REFG_MMP3531082,1333_1,Bacteria,TRUE
MARD_SAMEA3531501_REFG_MMP3531501,1333_1,Bacteria,FALSE
MARD_SAMN10397511_REFG_MMP10397511,1796_1,Bacteria,TRUE
MARD_SAMN10430479_REFG_MMP10430479,1749_10,Bacteria,FALSE
MARD_SAMN04488245_REFG_MMP04488245,1288_1,Bacteria,FALSE
MARD_SAMN04488567_REFG_MMP04488567,1309_0,Bacteria,TRUE
MARD_SAMN05418034_REFG_MMP05418034,1732_1,Bacteria,FALSE
MARD_SAMN05421850_REFG_MMP05421850,1248_0,Bacteria,TRUE
MARD_SAMN05660691_REFG_MMP05660691,169_0,Bacteria,TRUE
MARD_SAMN06134494_REFG_MMP06134494,1746_1,Bacteria,TRUE
MARD_SAMN05418026_REFG_MMP05418026,1749_2,Bacteria,FALSE
MARD_SAMN05418029_REFG_MMP05418029,1749_2,Bacteria,FALSE
MARD_SAMN05418050_REFG_MMP05418050,1749_2,Bacteria,FALSE
MARD_SAMN05418052_REFG_MMP05418052,1749_2,Bacteria,FALSE
MARD_SAMN05418070_REFG_MMP05418070,1749_2,Bacteria,FALSE
MARD_SAMN05418078_REFG_MMP05418078,1749_6,Bacteria,FALSE
MARD_SAMN06133337_REFG_MMP06133337,1768_4,Bacteria,FALSE
TARA_SAMEA4396941_METAG_KAPCODLD,2427_0,Bacteria,TRUE
TARA_SAMEA4396941_METAG_DHKNMGLF,909_1,Bacteria,FALSE
TARA_SAMEA4396941_METAG_NDINBEMH,3645_0,Bacteria,TRUE
TARA_SAMEA4396941_METAG_HEODMAFM,396_0,Bacteria,TRUE
TARA_SAMEA4397174_METAG_LGPDCMNP,419_1,Bacteria,FALSE
TARA_SAMEA4397174_METAG_PDHHJAIA,4188_1,Bacteria,FALSE
TARA_SAMEA4397174_METAG_EHAMDLDF,1264_2,Bacteria,FALSE
TARA_SAMEA4397174_METAG_HKOFLECI,991_1,Bacteria,FALSE
TARA_SAMEA4397174_METAG_MOJMLGLL,1400_1,Bacteria,FALSE
TARA_SAMEA4397174_METAG_HPIDOFNN,1401_1,Bacteria,TRUE
TARA_SAMEA4397174_METAG_IFAOIBIG,145_1,Bacteria,FALSE
TARA_SAMEA2622843_METAG_KEBCGBBG,198_1,Bacteria,TRUE
TARA_SAMEA2620360_METAG_DIGFFDFO,1550_1,Bacteria,FALSE
TARA_SAMEA4397815_METAG_DHMFGGFJ,895_1,Bacteria,FALSE
TARA_SAMEA2620039_METAG_JMLJMNOD,2939_1,Bacteria,FALSE
TARA_SAMEA2622658_METAG_IDOOOLEA,198_1,Bacteria,FALSE
TARA_SAMEA4396489_METAG_CIGGPLLK,910_1,Bacteria,TRUE
TARA_SAMEA4396489_METAG_FPKKKDHE,1080_0,Bacteria,TRUE
TARA_SAMEA4396489_METAG_KDOEEGAJ,4558_1,Bacteria,FALSE
TARA_SAMEA4396489_METAG_HIADIDCD,1222_0,Bacteria,TRUE
TARA_SAMEA4396489_METAG_JFPKFPED,1106_1,Bacteria,TRUE
TARA_SAMEA4396489_METAG_LPGIOKCC,1312_1,Bacteria,FALSE
TARA_SAMEA4396489_METAG_ECBNFGIB,3402_0,Bacteria,TRUE
TARA_SAMEA4397295_METAG_IJPKGPCH,926_1,Bacteria,FALSE
TARA_SAMEA4397295_METAG_NJJHJPKO,50_1,Bacteria,FALSE
TARA_SAMEA4397295_METAG_MEHMPBIG,1401_1,Bacteria,FALSE
TARA_SAMEA4397295_METAG_BEKHEJEB,4415_0,Bacteria,TRUE
TARA_SAMEA4397363_METAG_FLDGJHNH,1650_0,Bacteria,TRUE
TARA_SAMEA4397363_METAG_FKFIANAM,2568_1,Bacteria,FALSE
TARA_SAMEA4397666_METAG_MPHNFEDL,1551_1,Bacteria,FALSE
TARA_SAMEA4397666_METAG_DHEKCGJP,428_1,Bacteria,FALSE
TARA_SAMEA2621271_METAG_PIDLIANN,894_2,Bacteria,FALSE
TARA_SAMEA2622331_METAG_IHGANIMO,894_1,Bacteria,FALSE
TARA_SAMEA4397722_METAG_LPHBOEPJ,609_2,Bacteria,FALSE
TARA_SAMEA4397409_METAG_ECAMDNML,1198_1,Bacteria,FALSE
TARA_SAMEA4397409_METAG_DKPGOOGN,784_2,Bacteria,FALSE
TARA_SAMEA4397627_METAG_ONLGAJJH,895_1,Bacteria,FALSE
TARA_SAMEA4397627_METAG_ENOJDCEO,1264_1,Bacteria,FALSE
TARA_SAMEA4396515_METAG_FFGDBLLE,4701_0,Bacteria,TRUE
TARA_SAMEA4396515_METAG_JGLBBOAK,909_1,Bacteria,FALSE
TARA_SAMEA2619815_METAG_KJGMCKED,679_2,Bacteria,FALSE
TARA_SAMEA2619815_METAG_DMDGBMFC,895_1,Bacteria,FALSE
TARA_SAMEA2623403_METAG_ECOFFJOI,1205_1,Bacteria,FALSE
TARA_SAMEA4398111_METAG_HKIIPONA,581_1,Bacteria,FALSE
TARA_SAMEA4398193_METAG_OEJBPIMG,785_1,Bacteria,FALSE
TARA_SAMEA4398193_METAG_IGBLKOIC,1429_1,Bacteria,FALSE
TARA_SAMEA2620663_METAG_MPFNOACD,894_1,Bacteria,FALSE
TARA_SAMEA2620663_METAG_DKJLPIBM,1551_2,Bacteria,FALSE
TARA_SAMEA4398083_METAG_GCKNNNNN,785_1,Bacteria,FALSE
TARA_SAMEA4398027_METAG_DOLBIGEE,1378_0,Bacteria,TRUE
TARA_SAMEA4398027_METAG_LPBPLCMG,785_1,Bacteria,FALSE
TARA_SAMEA2620210_METAG_DIIBEKJN,1550_1,Bacteria,FALSE
TARA_SAMEA2621229_METAG_BICILOJM,897_1,Bacteria,FALSE
TARA_SAMEA2621101_METAG_LEJMAEPD,2939_1,Bacteria,TRUE
TARA_SAMEA2621101_METAG_BONMHGDD,1027_1,Bacteria,FALSE
TARA_SAMEA2620925_METAG_DOHBNHKO,1550_1,Bacteria,FALSE
TARA_SAMEA2621213_METAG_IEELBDGF,897_1,Bacteria,FALSE
TARA_SAMEA2621213_METAG_MABPLMKK,894_1,Bacteria,FALSE
TARA_SAMEA2621213_METAG_NMMNJHMH,1027_1,Bacteria,FALSE
TARA_SAMEA4398238_METAG_DPBPGCOI,584_1,Bacteria,FALSE
TARA_SAMEA4398238_METAG_FABIEFEJ,1825_1,Bacteria,FALSE
TARA_SAMEA4398168_METAG_OOJIOBEA,1187_1,Bacteria,FALSE
TARA_SAMEA4398168_METAG_BDNHPEGF,895_1,Bacteria,FALSE
TARA_SAMEA4397023_METAG_HFPFIGDI,1196_1,Bacteria,FALSE
TARA_SAMEA4397023_METAG_FPCKBFON,909_1,Bacteria,FALSE
TARA_SAMEA4397023_METAG_CJMNMLBC,1264_1,Bacteria,FALSE
TARA_SAMEA2619992_METAG_IEDOANKO,676_1,Bacteria,FALSE
TARA_SAMEA4398387_METAG_EGPMIOEA,991_5,Bacteria,TRUE
TARA_SAMEA4398387_METAG_LOJHMMKA,1429_1,Bacteria,FALSE
TARA_SAMEA4398387_METAG_KHFOIAHK,2568_1,Bacteria,TRUE
TARA_SAMEA2622677_METAG_DGEABAMJ,1852_0,Bacteria,TRUE
TARA_SAMEA2622677_METAG_CFNJDENE,685_1,Bacteria,FALSE
TARA_SAMEA4397536_METAG_FFADGMEJ,909_1,Bacteria,FALSE
TARA_SAMEA4397536_METAG_OKGHMGAD,3646_1,Bacteria,FALSE
TARA_SAMEA4397536_METAG_PDNELIEM,785_1,Bacteria,FALSE
TARA_SAMEA4397536_METAG_KJFAHLCD,1264_1,Bacteria,FALSE
TARA_SAMEA2621020_METAG_CAOAOJKP,2939_1,Bacteria,FALSE
TARA_SAMEA2620980_METAG_JFMMAAAF,41_0,Bacteria,TRUE
TARA_SAMEA2620120_METAG_ECKAHCLD,1551_2,Bacteria,FALSE
TARA_SAMEA2620812_METAG_GLOLIALI,1551_2,Bacteria,FALSE
TARA_SAMEA2620812_METAG_FGHEDPBG,990_1,Bacteria,TRUE
TARA_SAMEA2620812_METAG_IPEONNKC,894_1,Bacteria,FALSE
TARA_SAMEA2621076_METAG_FKHKCELK,2939_1,Bacteria,FALSE
TARA_SAMEA2622765_METAG_NBAIIJFA,1171_1,Bacteria,TRUE
TARA_SAMEA2622765_METAG_CGEGLBBL,2863_1,Bacteria,TRUE
TARA_SAMEA4397948_METAG_KIOAAIIL,6172_1,Bacteria,TRUE
TARA_SAMEA2621099_METAG_NDJAMBKM,2939_1,Bacteria,FALSE
TARA_SAMEA2620991_METAG_EFGMMHFK,1550_1,Bacteria,FALSE
TARA_SAMEA2622685_METAG_IIECJCJF,609_2,Bacteria,FALSE
TARA_SAMEA4398360_METAG_MHEADBLH,785_1,Bacteria,FALSE
TARA_SAMEA4398360_METAG_HOBNAHIN,6173_1,Bacteria,FALSE
TARA_SAMEA4398360_METAG_IDAGBOMB,1157_1,Bacteria,FALSE
TARA_SAMEA4398266_METAG_ELJLDMBF,895_1,Bacteria,FALSE
TARA_SAMEA4398432_METAG_GHFHDBFI,6173_1,Bacteria,FALSE
TARA_SAMEA4397330_METAG_KHDOKGAD,1002_1,Bacteria,TRUE
TARA_SAMEA4397330_METAG_EJGDGOHD,1399_1,Bacteria,TRUE
TARA_SAMEA4397330_METAG_MONNCGNB,1400_1,Bacteria,FALSE
TARA_SAMEA4397330_METAG_OAFLDEIP,2986_0,Bacteria,TRUE
TARA_SAMEA2621564_METAG_NFAIGCLO,683_1,Bacteria,TRUE
TARA_SAMEA2622696_METAG_DJMNIKOG,4207_0,Bacteria,TRUE
TARA_SAMEA2622696_METAG_HEANALEL,2437_0,Bacteria,TRUE
TARA_SAMEA2620256_METAG_FCHHFBPO,784_1,Bacteria,TRUE
TARA_SAMEA4397489_METAG_LJGOPMMD,1594_1,Bacteria,TRUE
TARA_SAMEA4397489_METAG_EDMGKINO,991_4,Bacteria,FALSE
TARA_SAMEA4397489_METAG_BKIAPLJA,684_1,Bacteria,FALSE
TARA_SAMEA4397489_METAG_PFMAJPML,2342_1,Bacteria,TRUE
TARA_SAMEA2619747_METAG_LMPBDHCL,2290_1,Bacteria,FALSE
TARA_SAMEA2622725_METAG_ALFDIHAE,1550_1,Bacteria,TRUE
TARA_SAMEA2620384_METAG_HEDLEFBO,1550_1,Bacteria,FALSE
TARA_SAMEA2621502_METAG_ELGBFPNP,1241_1,Bacteria,FALSE
TARA_SAMEA2619854_METAG_OEONFHLP,894_1,Bacteria,FALSE
TARA_SAMEA2619854_METAG_DAMFOOEB,686_2,Bacteria,TRUE
TARA_SAMEA2621044_METAG_HMLMMMLD,2939_1,Bacteria,FALSE
TARA_SAMEA2621528_METAG_LBBCLIJH,677_1,Bacteria,FALSE
TARA_SAMEA4396988_METAG_LGIOJGME,895_1,Bacteria,FALSE
TARA_SAMEA2621191_METAG_NNALOPNJ,1205_1,Bacteria,FALSE
TARA_SAMEA2621191_METAG_INFNPDOM,1550_1,Bacteria,FALSE
TARA_SAMEA2621191_METAG_EHHGPIAJ,1079_1,Bacteria,FALSE
TARA_SAMEA4397445_METAG_NGLEOAMJ,1264_1,Bacteria,FALSE
TARA_SAMEA4397445_METAG_CJCKGMME,3398_1,Bacteria,FALSE
TARA_SAMEA4397445_METAG_IFGACCDM,609_2,Bacteria,FALSE
TARA_SAMEA4398315_METAG_AFFNKFDC,1013_1,Bacteria,TRUE
TARA_SAMEA4397920_METAG_FAGGMEMK,609_2,Bacteria,FALSE
TARA_SAMEA4397920_METAG_GFPOHCNM,1089_0,Bacteria,TRUE
TARA_SAMEA4397920_METAG_HCFGADBA,1377_1,Bacteria,TRUE
TARA_SAMEA2619950_METAG_CNFEFPFA,2290_1,Bacteria,TRUE
TARA_SAMEA2620947_METAG_GJNEMEGN,894_1,Bacteria,FALSE
TARA_SAMEA2622823_METAG_DMBEIDLO,553_0,Bacteria,TRUE
TARA_SAMEA4397118_METAG_LJDKBODE,1240_1,Bacteria,FALSE
TARA_SAMEA4397118_METAG_GENFGEGE,991_3,Bacteria,FALSE
TARA_SAMEA4397118_METAG_KIHPEJLN,1202_1,Bacteria,FALSE
TARA_SAMEA4397118_METAG_NDKAGOCA,6198_1,Bacteria,TRUE
TARA_SAMEA4397118_METAG_CGHFJKKI,1401_1,Bacteria,FALSE
TARA_SAMEA2621300_METAG_KDEMKDPA,1550_1,Bacteria,FALSE
TARA_SAMEA4397255_METAG_OPJKFNPP,1201_1,Bacteria,FALSE
TARA_SAMEA4398001_METAG_ODDBFCGM,909_1,Bacteria,FALSE
TARA_SAMEA4397859_METAG_MNNGMEMD,895_1,Bacteria,FALSE
TARA_SAMEA2619791_METAG_DCGJJMFG,1550_1,Bacteria,FALSE
TARA_SAMEA2621242_METAG_IEOMPJEB,1094_1,Bacteria,FALSE
TARA_SAMEA2621242_METAG_FJHLPMAM,1230_1,Bacteria,FALSE
TARA_SAMEA2621242_METAG_PNDLKBPD,844_2,Bacteria,FALSE
TARA_SAMEA2621151_METAG_LJNEFNIN,991_3,Bacteria,FALSE
TARA_SAMEA2619677_METAG_EHCCPMGB,991_2,Bacteria,FALSE
TARA_SAMEA2619677_METAG_FPNMAJMM,895_1,Bacteria,FALSE
TARA_SAMEA2619779_METAG_OFNFCJDF,4700_1,Bacteria,FALSE
TARA_SAMEA2621203_METAG_CNGIBAIJ,1027_1,Bacteria,FALSE
TARA_SAMEA2621075_METAG_LDLCMOIO,2939_1,Bacteria,FALSE
TARA_SAMEA2622801_METAG_EMDBLGIB,739_1,Bacteria,TRUE
TARA_SAMEA4397772_METAG_KALCKFKL,991_3,Bacteria,FALSE
TARA_SAMEA2621247_METAG_DOJCOOOH,1550_1,Bacteria,FALSE
TARA_SAMEA2620035_METAG_PBKGFJIL,2397_1,Bacteria,FALSE
TARA_SAMEA2620035_METAG_EGMMDIFA,2939_1,Bacteria,FALSE
TARA_SAMEA2622452_METAG_CEPNJCMO,120_1,Bacteria,TRUE
TARA_SAMEA2620815_METAG_BOLMEEMM,817_1,Bacteria,TRUE
TARA_SAMEA2620815_METAG_NJKEIABP,1034_1,Bacteria,FALSE
TARA_SAMEA2623463_METAG_JILLCGBA,1180_1,Bacteria,FALSE
TARA_SAMEA2623463_METAG_OMLPHLBD,2434_1,Bacteria,FALSE
TARA_SAMEA2623463_METAG_EJFDGHLL,4698_1,Bacteria,TRUE
TARA_SAMEA2623774_METAG_FBEJAGEK,200_1,Bacteria,FALSE
TARA_SAMEA2623774_METAG_FLNAICLP,183_1,Bacteria,FALSE
TARA_SAMEA2623513_METAG_HGHFANIL,2434_1,Bacteria,FALSE
TARA_SAMEA2622149_METAG_COGIFFDO,157_1,Bacteria,FALSE
TARA_SAMEA2622149_METAG_HPHAFJIP,180_1,Bacteria,TRUE
TARA_SAMEA2620828_METAG_CKGPKFNM,147_1,Bacteria,FALSE
TARA_SAMEA2623155_METAG_PHNCPJBF,637_0,Bacteria,TRUE
TARA_SAMEA2620666_METAG_AFGGNEFA,1034_1,Bacteria,TRUE
TARA_SAMEA2620666_METAG_IMAKHCGA,1027_1,Bacteria,FALSE
TARA_SAMEA2623135_METAG_ENGCJLCC,4553_0,Bacteria,TRUE
TARA_SAMEA2622568_METAG_DOPCNBFE,2680_1,Bacteria,FALSE
TARA_SAMEA2623488_METAG_OKEPJHFE,2434_1,Bacteria,FALSE
TARA_SAMEA2623488_METAG_JDLDCHLP,2665_1,Bacteria,FALSE
TARA_SAMEA2623488_METAG_FBEJOOKN,213_2,Bacteria,FALSE
TARA_SAMEA2621232_METAG_FNNNMJNL,1093_1,Bacteria,FALSE
TARA_SAMEA2623390_METAG_MCIIPGCH,2397_1,Bacteria,FALSE
TARA_SAMEA2619970_METAG_OIDOACNG,4722_1,Bacteria,TRUE
TARA_SAMEA2591098_METAG_BFGIGGHJ,2430_1,Bacteria,TRUE
TARA_SAMEA2620882_METAG_LAAKGMCA,817_1,Bacteria,FALSE
TARA_SAMEA2620194_METAG_KGFNKLPG,217_1,Bacteria,FALSE
TARA_SAMEA2622119_METAG_CKEFGNEL,989_2,Bacteria,TRUE
TARA_SAMEA2622796_METAG_DGGDPLIN,2426_1,Bacteria,FALSE
TARA_SAMEA2621092_METAG_DMGMCKNA,2939_1,Bacteria,FALSE
TARA_SAMEA2622817_METAG_MCNPHJLP,197_1,Bacteria,FALSE
TARA_SAMEA2620217_METAG_MEHFEMPP,596_1,Bacteria,FALSE
TARA_SAMEA2623059_METAG_NKGMGDCP,2983_1,Bacteria,FALSE
TARA_SAMEA2622429_METAG_DLDMDPHB,2435_1,Bacteria,TRUE
TARA_SAMEA2623295_METAG_IBAHBHLL,157_1,Bacteria,TRUE
TARA_SAMEA2623295_METAG_BIMECMEA,179_1,Bacteria,TRUE
TARA_SAMEA2622766_METAG_ADGOPNNI,198_1,Bacteria,FALSE
TARA_SAMEA2621839_METAG_OMOABCGF,215_0,Bacteria,TRUE
TARA_SAMEA2623275_METAG_ADGACNMJ,204_1,Bacteria,FALSE
TARA_SAMEA2619766_METAG_NIKCOOOI,192_1,Bacteria,TRUE
TARA_SAMEA2622048_METAG_BKMMCDLL,1422_1,Bacteria,TRUE
TARA_SAMEA2621272_METAG_GHMMLNFH,121_0,Bacteria,TRUE
TARA_SAMEA2623426_METAG_HEBIPHGI,2433_0,Bacteria,TRUE
TARA_SAMEA2619399_METAG_LDDNJAGJ,200_1,Bacteria,FALSE
TARA_SAMEA2620097_METAG_JNGADKKC,4722_1,Bacteria,FALSE
TARA_SAMEA2622545_METAG_KIGKJCNI,2680_1,Bacteria,FALSE
TARA_SAMEA4396496_METAG_PFACBJFH,183_1,Bacteria,TRUE
TARA_SAMEA4397930_METAG_FEBNIJHN,2460_0,Bacteria,TRUE
TARA_SAMEA4397930_METAG_DGJHHCFB,1432_1,Bacteria,FALSE
TARA_SAMEA4397611_METAG_DAKBMODK,1827_1,Bacteria,TRUE
TARA_SAMEA4398150_METAG_CNEKOIIG,2638_1,Bacteria,FALSE
TARA_SAMEA4396424_METAG_HACAFHCC,187_1,Bacteria,FALSE
TARA_SAMEA4397072_METAG_HFKAMJBK,1853_1,Bacteria,TRUE
TARA_SAMEA4398176_METAG_JKMGCLFO,2365_1,Bacteria,FALSE
TARA_SAMEA4397472_METAG_BNLFDNKL,4187_0,Bacteria,TRUE
TARA_SAMEA4397004_METAG_BEEEIAIM,1853_1,Bacteria,FALSE
BGEO_SAMN07136915_METAG_ILDJKIEK,182_1,Bacteria,FALSE
BGEO_SAMN07136950_METAG_CBOOCHPE,182_1,Bacteria,FALSE
