selected,species,representative_flag,taxonomy,regions,products,RiPPs,NRPS,T1PKS,T2_3PKS,Terpenes,Other,domain,representative,n_genomes,selection_rule,tree_tip
MARD_SAMN09269770_REFG_MMP09269770,1067_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__,3,4,3,0,0,0,1,0,Bacteria,MARD_SAMN09269770_REFG_MMP09269770,1,max_regions_first_source_row,MARD_SAMN09269770_REFG_MMP09269770
TARA_SAMEA2621260_METAG_GMLPNFLP,1068_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium sp002712945,3,3,0,0,0,0,2,1,Bacteria,TARA_SAMN05326645_METAG_PSE00077,3,max_regions_first_source_row,TARA_SAMN05326645_METAG_PSE00077
TARA_SAMEA2619907_METAG_FNHKDGPB,1069_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium sp002377695,3,3,2,0,0,0,1,0,Bacteria,TARA_SAMEA2619907_METAG_FNHKDGPB,6,max_regions_first_source_row,TARA_SAMEA2619907_METAG_FNHKDGPB
TARA_SAMEA2619815_METAG_NEOKCIMN,1070_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__,2,2,1,0,0,0,1,0,Bacteria,TARA_SAMEA2619815_METAG_NEOKCIMN,2,max_regions_first_source_row,TARA_SAMEA2619815_METAG_NEOKCIMN
TARA_SAMN05326651_METAG_RED00103,1070_2,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A sp002723655,5,5,2,0,0,0,1,2,Bacteria,TARA_SAMEA2621839_METAG_BAKLAPAH,4,max_regions_first_source_row,TARA_SAMEA2621839_METAG_BAKLAPAH
MARD_SAMN04957306_REFG_MMP04957306,1071_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A flavus,3,3,1,0,0,0,1,1,Bacteria,MARD_SAMN04957306_REFG_MMP04957306,13,max_regions_first_source_row,MARD_SAMN04957306_REFG_MMP04957306
TARA_SAMEA2621229_METAG_GBFBNBDJ,1072_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A citreus,3,3,1,0,0,0,1,1,Bacteria,TARA_SAMEA2620925_METAG_LJBBMNFI,50,max_regions_first_source_row,TARA_SAMEA2620925_METAG_LJBBMNFI
TARA_SAMEA4397666_METAG_HIJOACGG,1073_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__,2,2,0,0,0,0,1,1,Bacteria,TARA_SAMEA4397666_METAG_HIJOACGG,6,max_regions_first_source_row,TARA_SAMEA4397666_METAG_HIJOACGG
TARA_SAMEA2621229_METAG_GLOJJILA,1074_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A sp002895025,2,2,1,0,0,0,1,0,Bacteria,MARD_SAMN05327868_REFG_MMP05327868,51,max_regions_first_source_row,MARD_SAMN05327868_REFG_MMP05327868
MALA_SAMN05422120_METAG_MALJNMLA,1075_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__,1,1,0,0,0,0,1,0,Bacteria,MALA_SAMN05422120_METAG_MALJNMLA,1,max_regions_first_source_row,MALA_SAMN05422120_METAG_MALJNMLA
TARA_SAMEA2591098_METAG_EKCBDPJI,1076_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae,4,4,1,0,0,0,2,1,Bacteria,TARA_SAMEA2591098_METAG_EKCBDPJI,3,max_regions_first_source_row,TARA_SAMEA2591098_METAG_EKCBDPJI
MARD_SAMD00028750_REFG_MMP00028750,1078_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Fulvimarina;s__Fulvimarina pelagi,5,5,0,1,0,0,2,2,Bacteria,MARD_SAMN02436126_REFG_MMP02436126,2,max_regions_first_source_row,MARD_SAMN02436126_REFG_MMP02436126
MARD_SAMD00028746_REFG_MMP00028746,1079_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aurantimonas;s__Aurantimonas coralicida,8,8,3,0,0,0,2,3,Bacteria,MARD_SAMN02436161_REFG_MMP02436161,7,max_regions_first_source_row,MARD_SAMN02436161_REFG_MMP02436161
TARA_SAMEA4397295_METAG_CEPNIJJP,107_0,TRUE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__;s__,2,2,0,1,0,1,0,0,Bacteria,TARA_SAMEA4397295_METAG_CEPNIJJP,1,max_regions_first_source_row,TARA_SAMEA4397295_METAG_CEPNIJJP
TARA_SAMEA4396489_METAG_FPKKKDHE,1080_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Fulvimarina;s__,6,6,1,0,0,1,2,2,Bacteria,TARA_SAMEA4396489_METAG_FPKKKDHE,1,max_regions_first_source_row,TARA_SAMEA4396489_METAG_FPKKKDHE
MARD_SAMN05818643_REFG_MMP05818643,1083_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amorphaceae;g__Acuticoccus;s__Acuticoccus yangtzensis,10,11,1,0,2,1,3,4,Bacteria,MARD_SAMN05818643_REFG_MMP05818643,2,max_regions_first_source_row,MARD_SAMN05818643_REFG_MMP05818643
MALA_SAMN05422133_METAG_FNEHNFBK,1084_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__B7;s__,3,3,1,0,0,0,1,1,Bacteria,MALA_SAMN05422133_METAG_FNEHNFBK,2,max_regions_first_source_row,MALA_SAMN05422133_METAG_FNEHNFBK
MARD_SAMN08730821_REFG_MMP08730821,1085_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__STC3;s__STC3 sp003015025,7,8,1,1,0,1,1,4,Bacteria,MARD_SAMN08730821_REFG_MMP08730821,1,max_regions_first_source_row,MARD_SAMN08730821_REFG_MMP08730821
TARA_SAMEA4396489_METAG_NMNFAGHO,1086_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__,5,5,1,0,0,0,1,3,Bacteria,TARA_SAMEA4397023_METAG_JDCBPCFM,3,max_regions_first_source_row,TARA_SAMEA4397023_METAG_JDCBPCFM
TARA_SAMEA4396489_METAG_KKGDMKHA,1087_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__,9,10,4,0,0,0,2,4,Bacteria,TARA_SAMEA4396489_METAG_KKGDMKHA,1,max_regions_first_source_row,TARA_SAMEA4396489_METAG_KKGDMKHA
TARA_SAMEA4396515_METAG_JGLKMNCE,1088_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__Hoeflea sp002733955,3,3,1,0,0,0,1,1,Bacteria,TARA_SAMEA4396515_METAG_JGLKMNCE,2,max_regions_first_source_row,TARA_SAMEA4396515_METAG_JGLKMNCE
TARA_SAMEA4397920_METAG_GFPOHCNM,1089_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__,6,7,3,0,0,0,2,2,Bacteria,TARA_SAMEA4397920_METAG_GFPOHCNM,1,max_regions_first_source_row,TARA_SAMEA4397920_METAG_GFPOHCNM
TARA_SAMEA2621221_METAG_FEKDMPIP,108_1,FALSE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__GCA-2718595;s__GCA-2718595 sp002718595,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622733_METAG_LFFPGBHH,19,max_regions_first_source_row,TARA_SAMEA2622733_METAG_LFFPGBHH
TARA_SAMEA4397586_METAG_DHHFIEKM,1090_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__,2,2,0,0,1,0,1,0,Bacteria,TARA_SAMEA4397586_METAG_DHHFIEKM,1,max_regions_first_source_row,TARA_SAMEA4397586_METAG_DHHFIEKM
TARA_SAMEA4398315_METAG_KDLOILDI,1091_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__,3,3,1,0,0,0,0,2,Bacteria,TARA_SAMEA4398315_METAG_KDLOILDI,1,max_regions_first_source_row,TARA_SAMEA4398315_METAG_KDLOILDI
TARA_SAMEA2622568_METAG_EACJFFJJ,1092_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__Hoeflea sp002709005,3,3,0,0,0,0,1,2,Bacteria,TARA_SAMEA2622568_METAG_EACJFFJJ,2,max_regions_first_source_row,TARA_SAMEA2622568_METAG_EACJFFJJ
TARA_SAMEA2621232_METAG_FNNNMJNL,1093_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__Hoeflea sp002707605,6,6,1,0,1,0,1,3,Bacteria,TARA_SAMEA2621247_METAG_NPJDFJGK,15,max_regions_first_source_row,TARA_SAMEA2621247_METAG_NPJDFJGK
MALA_SAMN05422140_METAG_DOCADGDO,1094_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ahrensia;s__Ahrensia sp002706335,8,8,1,0,0,0,1,6,Bacteria,MALA_SAMN05422133_METAG_LICJKDFC,7,max_regions_first_source_row,MALA_SAMN05422133_METAG_LICJKDFC
TARA_SAMEA4396489_METAG_GEGHDJAN,1095_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudorhizobium;s__Pseudorhizobium pelagicum,4,4,1,0,0,0,1,2,Bacteria,TARA_SAMEA4397023_METAG_ACFKGOCL,5,max_regions_first_source_row,TARA_SAMEA4397023_METAG_ACFKGOCL
TARA_SAMEA2620666_METAG_KPGFNBOD,1096_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella sp001578105,3,3,1,0,0,0,1,1,Bacteria,TARA_SAMEA2620666_METAG_KPGFNBOD,2,max_regions_first_source_row,TARA_SAMEA2620666_METAG_KPGFNBOD
TARA_SAMN05326640_METAG_ANE00009,1097_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella mediterranea,4,4,1,0,0,0,1,2,Bacteria,TARA_SAMEA2623826_METAG_HLKFIAML,4,max_regions_first_source_row,TARA_SAMEA2623826_METAG_HLKFIAML
TARA_SAMEA2622119_METAG_JEJNGPMI,1098_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis,20,20,9,6,1,0,1,3,Bacteria,TARA_SAMN05326645_METAG_PSE00016,3,max_regions_first_source_row,TARA_SAMN05326645_METAG_PSE00016
TARA_SAMEA4396941_METAG_AOBPNINP,1099_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin95;f__Bin95;g__;s__,10,11,2,5,1,1,1,1,Bacteria,TARA_SAMEA4396941_METAG_AOBPNINP,1,max_regions_first_source_row,TARA_SAMEA4396941_METAG_AOBPNINP
TARA_SAMEA4397355_METAG_KAONEKCA,109_1,TRUE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__GCA-2718595;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA4397355_METAG_KAONEKCA,2,max_regions_first_source_row,TARA_SAMEA4397355_METAG_KAONEKCA
TARA_SAMEA2591108_METAG_GHMIBCCB,10_1,FALSE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMN05326650_METAG_MED00004,2,max_regions_first_source_row,TARA_SAMN05326650_METAG_MED00004
TARA_SAMEA2622716_METAG_MNABIGEI,10_2,TRUE,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__UBA11663 sp002729115,1,1,0,0,0,0,1,0,Bacteria,TARA_SAMEA2622716_METAG_MNABIGEI,2,max_regions_first_source_row,TARA_SAMEA2622716_METAG_MNABIGEI
BGEO_SAMN07136582_METAG_BIALDHBO,1101_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__,9,9,0,2,1,0,3,3,Bacteria,BGEO_SAMN07136617_METAG_FKHCGNDB,4,max_regions_first_source_row,BGEO_SAMN07136617_METAG_FKHCGNDB
TARA_SAMEA2622765_METAG_MHBAPCGP,1104_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002722295,8,11,0,2,2,0,1,6,Bacteria,TARA_SAMEA2622765_METAG_MHBAPCGP,2,max_regions_first_source_row,TARA_SAMEA2622765_METAG_MHBAPCGP
TARA_SAMN05326645_METAG_PSE00010,1105_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Stappia;s__Stappia sp002709505,10,11,0,2,1,0,2,6,Bacteria,TARA_SAMN05326645_METAG_PSE00010,1,max_regions_first_source_row,TARA_SAMN05326645_METAG_PSE00010
TARA_SAMEA4396489_METAG_JFPKFPED,1106_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amorphaceae;g__Amorphus;s__,6,6,2,0,0,1,0,3,Bacteria,TARA_SAMEA4396489_METAG_JFPKFPED,2,max_regions_first_source_row,TARA_SAMEA4396489_METAG_JFPKFPED
TARA_SAMEA2619815_METAG_JLNMKLIP,1107_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amorphaceae;g__Amorphus;s__,2,2,0,0,0,1,0,1,Bacteria,TARA_SAMEA2619815_METAG_JLNMKLIP,2,max_regions_first_source_row,TARA_SAMEA2619815_METAG_JLNMKLIP
MARD_SAMN09388146_REFG_MMP09388146,1108_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris_I,8,9,0,1,1,0,3,4,Bacteria,MARD_SAMN09388146_REFG_MMP09388146,1,max_regions_first_source_row,MARD_SAMN09388146_REFG_MMP09388146
TARA_SAMEA4397072_METAG_MFLIINBH,110_1,FALSE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__GCA-2718595;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA4397004_METAG_CAKBPFAB,3,max_regions_first_source_row,TARA_SAMEA4397004_METAG_CAKBPFAB
TARA_SAMEA4397174_METAG_JBNHJBAN,1111_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin95;f__Bin95;g__;s__,4,4,1,0,0,0,1,2,Bacteria,TARA_SAMEA4397215_METAG_HFKODJIF,6,max_regions_first_source_row,TARA_SAMEA4397215_METAG_HFKODJIF
TARA_SAMEA4397586_METAG_KPHCJDEI,1112_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__,8,9,3,0,0,0,1,5,Bacteria,TARA_SAMEA4397859_METAG_GLPLBGPK,2,max_regions_first_source_row,TARA_SAMEA4397859_METAG_GLPLBGPK
TARA_SAMEA4398360_METAG_BPNDFBAG,1115_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Oceanibaculales;f__Oceanibaculaceae;g__Oceanibaculum;s__Oceanibaculum nanhaiense,7,8,2,1,0,2,1,2,Bacteria,TARA_SAMEA4398360_METAG_BPNDFBAG,3,max_regions_first_source_row,TARA_SAMEA4398360_METAG_BPNDFBAG
MARD_SAMN05421511_REFG_MMP05421511,1115_2,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Oceanibaculales;f__Oceanibaculaceae;g__Oceanibaculum;s__Oceanibaculum indicum,11,15,8,1,0,2,2,2,Bacteria,MARD_SAMN05421511_REFG_MMP05421511,1,max_regions_first_source_row,MARD_SAMN05421511_REFG_MMP05421511
TARA_SAMEA2621101_METAG_GFCMGELJ,1117_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__TMED2;g__TMED2;s__TMED2 sp002168225,3,3,0,0,0,0,2,1,Bacteria,TARA_SAMEA2619531_METAG_FLAJGHOH,18,max_regions_first_source_row,TARA_SAMEA2619531_METAG_FLAJGHOH
TARA_SAMN05326648_METAG_IOS00003,1119_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis;s__Marinicaulis sp002704915,4,4,1,0,0,0,3,0,Bacteria,TARA_SAMN05326648_METAG_IOS00003,1,max_regions_first_source_row,TARA_SAMN05326648_METAG_IOS00003
TARA_SAMEA2622499_METAG_CCKIDILO,111_0,TRUE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__GCA-2718595;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622499_METAG_CCKIDILO,1,max_regions_first_source_row,TARA_SAMEA2622499_METAG_CCKIDILO
MARD_SAMN09915281_REFG_MMP09915281,1120_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__,3,3,0,1,0,1,0,1,Bacteria,MARD_SAMN09915281_REFG_MMP09915281,3,max_regions_first_source_row,MARD_SAMN09915281_REFG_MMP09915281
TARA_SAMEA2621101_METAG_KNGHAIDE,1121_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella sp002733705,2,2,0,0,0,1,0,1,Bacteria,TARA_SAMEA2620666_METAG_GIDMECPM,8,max_regions_first_source_row,TARA_SAMEA2620666_METAG_GIDMECPM
TARA_SAMEA2622678_METAG_AMFPKMPN,1122_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__,2,2,0,0,0,2,0,0,Bacteria,MARD_SAMN09915280_REFG_MMP09915280,2,max_regions_first_source_row,MARD_SAMN09915280_REFG_MMP09915280
MARD_SAMN09915279_REFG_MMP09915279,1123_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__,2,2,0,0,0,1,0,1,Bacteria,MARD_SAMN09915279_REFG_MMP09915279,1,max_regions_first_source_row,MARD_SAMN09915279_REFG_MMP09915279
TARA_SAMEA2620120_METAG_MEDGBODA,1124_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2620120_METAG_MEDGBODA,1,max_regions_first_source_row,TARA_SAMEA2620120_METAG_MEDGBODA
TARA_SAMEA4396988_METAG_IDBCELLN,1125_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__,3,5,1,1,1,1,0,1,Bacteria,TARA_SAMEA4396988_METAG_IDBCELLN,3,max_regions_first_source_row,TARA_SAMEA4396988_METAG_IDBCELLN
TARA_SAMEA4398238_METAG_EOFNGGLK,1125_2,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__,3,5,1,1,1,1,0,1,Bacteria,TARA_SAMEA4397920_METAG_LNPJJCHL,5,max_regions_first_source_row,TARA_SAMEA4397920_METAG_LNPJJCHL
TARA_SAMEA4398315_METAG_DLMDEDLC,1125_3,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas chukchiensis,1,1,0,0,0,1,0,0,Bacteria,TARA_SAMEA4398315_METAG_DLMDEDLC,1,max_regions_first_source_row,TARA_SAMEA4398315_METAG_DLMDEDLC
TARA_SAMEA4397174_METAG_ELFNPLCF,1126_1,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__,3,4,1,0,0,2,0,1,Bacteria,TARA_SAMEA4397174_METAG_ELFNPLCF,14,max_regions_first_source_row,TARA_SAMEA4397174_METAG_ELFNPLCF
TARA_SAMEA4397363_METAG_JGGGFKAG,1126_2,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__,1,1,0,0,0,1,0,0,Bacteria,TARA_SAMEA4398001_METAG_KDFKCPOD,21,max_regions_first_source_row,TARA_SAMEA4398001_METAG_KDFKCPOD
TARA_SAMEA4397330_METAG_KLNMIIEC,1126_3,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__,1,1,0,0,1,0,0,0,Bacteria,TARA_SAMEA4397859_METAG_MPLILCAE,6,max_regions_first_source_row,TARA_SAMEA4397859_METAG_MPLILCAE
TARA_SAMEA4397948_METAG_GAIKMPKP,1127_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__,3,3,1,0,0,2,0,0,Bacteria,TARA_SAMEA4398111_METAG_PFEAKHKP,26,max_regions_first_source_row,TARA_SAMEA4398111_METAG_PFEAKHKP
TARA_SAMEA4397815_METAG_KFMEHIHM,1128_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__,4,7,1,2,2,1,0,1,Bacteria,TARA_SAMEA4397586_METAG_NMBCHNOJ,6,max_regions_first_source_row,TARA_SAMEA4397586_METAG_NMBCHNOJ
TARA_SAMEA2621423_METAG_KCNEFKCF,1129_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas adhaerens,3,5,2,0,1,1,0,1,Bacteria,TARA_SAMEA4397023_METAG_FMECILJE,9,max_regions_first_source_row,TARA_SAMEA4397023_METAG_FMECILJE
TARA_SAMEA2621221_METAG_ODIICDFG,112_1,TRUE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002500925,1,1,0,0,0,1,0,0,Bacteria,TARA_SAMEA2621221_METAG_ODIICDFG,13,max_regions_first_source_row,TARA_SAMEA2621221_METAG_ODIICDFG
TARA_SAMEA2622695_METAG_IJMMAGNC,112_2,FALSE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002348265,2,2,0,0,0,1,0,1,Bacteria,TARA_SAMEA2622800_METAG_LJANIKCE,11,max_regions_first_source_row,TARA_SAMEA2622800_METAG_LJANIKCE
TARA_SAMEA2619840_METAG_EDOKFFDD,112_3,TRUE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002348465,1,1,0,0,0,1,0,0,Bacteria,TARA_SAMEA2619840_METAG_EDOKFFDD,5,max_regions_first_source_row,TARA_SAMEA2619840_METAG_EDOKFFDD
HOTS_SAMN07137059_METAG_MBMAMCEC,112_4,TRUE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__,0,0,0,0,0,0,0,0,Bacteria,HOTS_SAMN07137059_METAG_MBMAMCEC,1,max_regions_first_source_row,HOTS_SAMN07137059_METAG_MBMAMCEC
TARA_SAMEA2622796_METAG_JNNKOKKC,112_5,TRUE,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002348265,0,0,0,0,0,0,0,0,Bacteria,TARA_SAMEA2622796_METAG_JNNKOKKC,1,max_regions_first_source_row,TARA_SAMEA2622796_METAG_JNNKOKKC
TARA_SAMN05326645_METAG_PSE00106,1130_0,TRUE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp002700305,3,5,1,0,1,1,0,2,Bacteria,TARA_SAMN05326645_METAG_PSE00106,1,max_regions_first_source_row,TARA_SAMN05326645_METAG_PSE00106
TARA_SAMEA2621107_METAG_KIPMCHPP,1131_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas atlantica,1,1,0,0,1,0,0,0,Bacteria,TARA_SAMEA2621232_METAG_BMGMOOFP,19,max_regions_first_source_row,TARA_SAMEA2621232_METAG_BMGMOOFP
TARA_SAMEA4397815_METAG_DBAPLNAK,1132_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775,2,3,1,0,1,1,0,0,Bacteria,TARA_SAMEA2620384_METAG_PFNFNGAP,72,max_regions_first_source_row,TARA_SAMEA2620384_METAG_PFNFNGAP
TARA_SAMEA4398001_METAG_OBOMHJLE,1133_1,FALSE,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp002414505,4,4,2,0,1,1,0,0,Bacteria,TARA_SAMEA4398432_METAG_LPCKCMMB,25,max_regions_first_source_row,TARA_SAMEA4398432_METAG_LPCKCMMB
