"gene","avg_log2FC","pct.1","pct.2","pct_diff","p_val","p_val_adj","sig","size_value","source","nudge_x","nudge_y"
"bg167",-5.39441729794675,0.0258319412229159,0.674168058777084,-0.648336117554168,0.522500866819872,1,"NS",0.648336117554168,"background",NA,NA
"bg168",5.59608932493758,0.635788419075694,0.0642115809243063,0.571576838151387,0.323730885081226,1,"NS",0.571576838151387,"background",NA,NA
"bg169",1.96163055028931,0.491496219890335,0.208503780109665,0.28299243978067,0.107553314785706,0.860426518285647,"NS",0.28299243978067,"background",NA,NA
"bg170",-3.35218200094513,0.188167111786938,0.511832888213062,-0.323665776426125,0.292029826459475,1,"NS",0.323665776426125,"background",NA,NA
"bg171",-1.89552141355693,0.213374011027305,0.486625988972695,-0.273251977945389,0.269100440240931,1,"NS",0.273251977945389,"background",NA,NA
"bg172",-2.7212970443214,0.213738849308689,0.486261150691311,-0.272522301382621,0.353717977986205,1,"NS",0.272522301382621,"background",NA,NA
"bg173",-3.47976774035137,0.20242355635114,0.49757644364886,-0.29515288729772,0.162987495193491,1,"NS",0.29515288729772,"background",NA,NA
"bg174",-2.34912242949582,0.161384972014725,0.538615027985275,-0.377230055970549,0.776033559321892,1,"NS",0.377230055970549,"background",NA,NA
"bg175",-2.98212281245143,0.213593477413292,0.486406522586708,-0.272813045173415,0.227713966974523,1,"NS",0.272813045173415,"background",NA,NA
"bg176",4.58454099614652,0.566757801738888,0.133242198261111,0.433515603477777,0.424376594443806,1,"NS",0.433515603477777,"background",NA,NA
"bg177",3.90847903308482,0.584484884268377,0.115515115731623,0.468969768536754,0.0611736975361127,0.489389580288902,"NS",0.468969768536754,"background",NA,NA
"bg178",-2.06220696836243,0.210028071173075,0.489971928826925,-0.279943857653851,0.640716116482392,1,"NS",0.279943857653851,"background",NA,NA
"bg179",-1.46308356070293,0.310487604161976,0.389512395838024,-0.0790247916760479,0.127964385629399,1,"NS",0.0790247916760479,"background",NA,NA
"bg180",2.48702569440669,0.328780050100976,0.371219949899024,-0.0424398997980473,0.198381066765403,1,"NS",0.0424398997980473,"background",NA,NA
"bg181",-3.23786111433473,0.228569393897429,0.47143060610257,-0.242861212205141,0.48726630843454,1,"NS",0.242861212205141,"background",NA,NA
"bg182",-0.122688650607979,0.382621654625445,0.317378345374555,0.0652433092508897,0.769329029509332,1,"NS",0.0652433092508897,"background",NA,NA
"bg183",-3.0087688068582,0.131686130590742,0.568313869409258,-0.436627738818515,0.793662496004021,1,"NS",0.436627738818515,"background",NA,NA
"bg184",0.0245306246408334,0.479657379956642,0.220342620043358,0.259314759913283,0.752675067583565,1,"NS",0.259314759913283,"background",NA,NA
"bg185",4.91505725641844,0.605140355720617,0.0948596442793831,0.510280711441234,0.434822069067275,1,"NS",0.510280711441234,"background",NA,NA
"bg186",-0.869720903334166,0.24526693021436,0.45473306978564,-0.20946613957128,0.0115774961009156,0.0926199688073248,"NS",0.20946613957128,"background",NA,NA
"bg187",-1.11286723892442,0.306985627876129,0.393014372123871,-0.0860287442477417,0.00121470549190417,0.00971764393523335,"NS",0.0860287442477417,"background",NA,NA
"bg188",8.00279021254279,0.626004577196137,0.0739954228038627,0.552009154392274,0.171104356345488,1,"NS",0.552009154392274,"background",NA,NA
"bg189",-5.18012185065209,0.11356416255331,0.58643583744669,-0.47287167489338,0.572286334658274,1,"NS",0.47287167489338,"background",NA,NA
"bg190",-1.38697411257361,0.290437401588417,0.409562598411583,-0.119125196823165,0.131898318221327,1,"NS",0.119125196823165,"background",NA,NA
"bg191",6.07528561161149,0.63685237671242,0.0631476232875797,0.573704753424841,0.215346947458107,1,"NS",0.573704753424841,"background",NA,NA
"bg192",2.53118241833971,0.406755771787289,0.293244228212711,0.113511543574579,0.516278998072492,1,"NS",0.113511543574579,"background",NA,NA
"bg193",-3.66439227365693,0.184191724073848,0.515808275926152,-0.331616551852304,0.775721141245915,1,"NS",0.331616551852304,"background",NA,NA
"bg194",4.03552272230077,0.613586456635906,0.0864135433640938,0.527172913271812,0.641430896535283,1,"NS",0.527172913271812,"background",NA,NA
"bg195",-0.475699497235256,0.274334738108907,0.425665261891093,-0.151330523782186,0.0279323609354906,0.223458887483925,"NS",0.151330523782186,"background",NA,NA
"bg196",5.52324798822378,0.612463599984427,0.0875364000155729,0.524927199968854,0.407993229555199,1,"NS",0.524927199968854,"background",NA,NA
"bg197",4.83819207460952,0.501167733869894,0.198832266130106,0.302335467739788,0.239718422086211,1,"NS",0.302335467739788,"background",NA,NA
"bg198",0.361048725787514,0.369694077461626,0.330305922538374,0.0393881549232515,0.269575734637445,1,"NS",0.0393881549232515,"background",NA,NA
"bg199",3.19713240756929,0.391347004579055,0.308652995420945,0.0826940091581096,0.0227678071723785,0.182142457379028,"NS",0.0826940091581096,"background",NA,NA
"bg200",2.65678936847127,0.477054830925853,0.222945169074147,0.254109661851707,0.00301672670198604,0.0241338136158884,"NS",0.254109661851707,"background",NA,NA
"bg201",1.3352404687915,0.410029023252403,0.289970976747597,0.120058046504806,0.0776377326461952,0.621101861169562,"NS",0.120058046504806,"background",NA,NA
"bg202",2.09829401737603,0.419862875675309,0.280137124324691,0.139725751350618,0.540247487703571,1,"NS",0.139725751350618,"background",NA,NA
"bg203",-0.734696165737043,0.359367019587421,0.340632980412579,0.0187340391748411,0.392840852878289,1,"NS",0.0187340391748411,"background",NA,NA
"bg204",-1.04576859281269,0.426208510731985,0.273791489268015,0.15241702146397,0.660356261050561,1,"NS",0.15241702146397,"background",NA,NA
"bg205",5.90262094663479,0.618575071734803,0.0814249282651972,0.537150143469606,0.294835352431051,1,"NS",0.537150143469606,"background",NA,NA
"bg206",-3.23843234037061,0.307759537522041,0.392240462477959,-0.0844809249559186,0.460995694197482,1,"NS",0.0844809249559186,"background",NA,NA
"bg207",2.8844335497811,0.523093769489347,0.176906230510653,0.346187538978693,0.775978247265331,1,"NS",0.346187538978693,"background",NA,NA
"bg208",1.15860939342791,0.253755874841798,0.446244125158202,-0.192488250316404,0.147903695376357,1,"NS",0.192488250316404,"background",NA,NA
"bg209",-2.03542507257322,0.249728594679912,0.450271405320088,-0.200542810640177,0.261483397484291,1,"NS",0.200542810640177,"background",NA,NA
"bg210",-3.47791869871354,0.160956627353008,0.539043372646992,-0.378086745293984,0.683548768809065,1,"NS",0.378086745293984,"background",NA,NA
"bg211",-2.3338158559009,0.211262541481461,0.488737458518539,-0.277474917037078,0.118188206870109,0.945505654960871,"NS",0.277474917037078,"background",NA,NA
"bg212",0.377314374170039,0.28707866037585,0.41292133962415,-0.1258426792483,0.162428564486327,1,"NS",0.1258426792483,"background",NA,NA
"bg213",-0.217114331359118,0.34280099840376,0.35719900159624,-0.0143980031924808,0.537769212858286,1,"NS",0.0143980031924808,"background",NA,NA
"bg214",1.6389452864552,0.34008216629658,0.35991783370342,-0.01983566740684,0.764710651749047,1,"NS",0.01983566740684,"background",NA,NA
"bg215",-0.406872236808296,0.288885685402476,0.411114314597524,-0.122228629195048,0.298934709233465,1,"NS",0.122228629195048,"background",NA,NA
"bg216",-1.16160488772501,0.282456328505693,0.417543671494307,-0.135087342988614,0.241379625496687,1,"NS",0.135087342988614,"background",NA,NA
"bg217",3.9597298088039,0.536245464693166,0.163754535306834,0.372490929386333,0.744258120768005,1,"NS",0.372490929386333,"background",NA,NA
"bg218",4.78692675535041,0.506054962444616,0.193945037555384,0.312109924889233,0.161878429729259,1,"NS",0.312109924889233,"background",NA,NA
"bg219",-1.65929261143641,0.279929250707702,0.420070749292298,-0.140141498584596,0.0071394382941071,0.0571155063528568,"NS",0.140141498584596,"background",NA,NA
"bg220",-1.44891829791861,0.237652356151567,0.462347643848433,-0.224695287696866,0.538641208659625,1,"NS",0.224695287696866,"background",NA,NA
"bg221",-2.79915456895623,0.200110388655161,0.499889611344839,-0.299779222689677,0.291658401365625,1,"NS",0.299779222689677,"background",NA,NA
"bg222",-2.7308021987546,0.149763193335777,0.550236806664223,-0.400473613328446,0.61866821423918,1,"NS",0.400473613328446,"background",NA,NA
"bg223",0.492729212648599,0.365935315347992,0.334064684652008,0.0318706306959849,0.325841781765921,1,"NS",0.0318706306959849,"background",NA,NA
"bg224",1.57346096547024,0.581596370060099,0.118403629939901,0.463192740120198,0.790476097319508,1,"NS",0.463192740120198,"background",NA,NA
"bg225",-1.4919119899525,0.29914638385137,0.40085361614863,-0.101707232297259,0.500174723683624,1,"NS",0.101707232297259,"background",NA,NA
"bg226",5.07759666488236,0.498587284333273,0.201412715666726,0.297174568666547,0.398781633889768,1,"NS",0.297174568666547,"background",NA,NA
"bg227",1.76923291873222,0.284860689754946,0.415139310245054,-0.130278620490107,0.587740687824786,1,"NS",0.130278620490107,"background",NA,NA
"bg228",0.304943119214524,0.277575802335119,0.422424197664881,-0.144848395329763,0.190789962220471,1,"NS",0.144848395329763,"background",NA,NA
"bg229",-0.232071523186323,0.259074138835851,0.440925861164149,-0.181851722328298,0.242077095859451,1,"NS",0.181851722328298,"background",NA,NA
"bg230",-0.572189588434399,0.232363856027407,0.467636143972593,-0.235272287945187,0.733440258336719,1,"NS",0.235272287945187,"background",NA,NA
"bg231",-1.27481186873897,0.313054253782481,0.386945746217519,-0.0738914924350383,0.732629335807171,1,"NS",0.0738914924350383,"background",NA,NA
"bg232",-3.98476670860691,0.166468936377427,0.533531063622573,-0.367062127245146,0.748056724053109,1,"NS",0.367062127245146,"background",NA,NA
"bg233",-3.30685162976701,0.106076900051605,0.593923099948395,-0.48784619989679,0.330350114901783,1,"NS",0.48784619989679,"background",NA,NA
"bg234",-1.30227020821596,0.270188270123669,0.429811729876331,-0.159623459752663,0.18547670291434,1,"NS",0.159623459752663,"background",NA,NA
"bg235",-0.38364387860806,0.310828623136606,0.389171376863394,-0.078342753726787,0.174666884679114,1,"NS",0.078342753726787,"background",NA,NA
"bg236",-3.50919004317392,0.155226529402692,0.544773470597308,-0.389546941194616,0.425102211028338,1,"NS",0.389546941194616,"background",NA,NA
"bg237",6.84879202421553,0.589405248861837,0.110594751138163,0.478810497723674,0.789424683632329,1,"NS",0.478810497723674,"background",NA,NA
"bg238",-0.747560495976339,0.28496217752156,0.41503782247844,-0.13007564495688,0.0632812627654057,0.506250102123246,"NS",0.13007564495688,"background",NA,NA
"bg239",10.3288447664701,0.668665819068912,0.0313341809310879,0.637331638137824,0.248193174340995,1,"NS",0.637331638137824,"background",NA,NA
"bg240",3.61346392450552,0.517976182707698,0.182023817292302,0.335952365415395,0.290885964140762,1,"NS",0.335952365415395,"background",NA,NA
"bg241",1.86119142242598,0.381068868944079,0.318931131055921,0.062137737888158,0.466088598787552,1,"NS",0.062137737888158,"background",NA,NA
"bg242",-4.07056455087736,0.154373079694186,0.545626920305814,-0.391253840611629,0.16136589048733,1,"NS",0.391253840611629,"background",NA,NA
"bg243",0.573127860860213,0.366583739130124,0.333416260869876,0.0331674782602479,0.487052675415296,1,"NS",0.0331674782602479,"background",NA,NA
"bg244",-3.56301394519183,0.0734077104058576,0.626592289594142,-0.553184579188285,0.609196980849141,1,"NS",0.553184579188285,"background",NA,NA
"bg245",3.35924457028169,0.53878705293765,0.16121294706235,0.3775741058753,0.321864039456472,1,"NS",0.3775741058753,"background",NA,NA
"bg246",-4.50349138241967,0.180108184714567,0.519891815285433,-0.339783630570866,0.759768125870964,1,"NS",0.339783630570866,"background",NA,NA
"bg247",0.984734011209894,0.441436231016855,0.258563768983145,0.18287246203371,0.507645397455199,1,"NS",0.18287246203371,"background",NA,NA
"bg248",2.10714617060537,0.468955489420279,0.231044510579721,0.237910978840558,0.103764218835859,0.830113750686869,"NS",0.237910978840558,"background",NA,NA
"bg249",-1.55436795802944,0.31531794777463,0.38468205222537,-0.0693641044507407,0.599266070794547,1,"NS",0.0693641044507407,"background",NA,NA
"bg250",2.35751996882588,0.44213916895573,0.25786083104427,0.184278337911461,0.641096453982173,1,"NS",0.184278337911461,"background",NA,NA
"bg251",-0.820499484852394,0.249671915889775,0.450328084110225,-0.20065616822045,0.468642705170205,1,"NS",0.20065616822045,"background",NA,NA
"bg252",-2.5149341176267,0.206410849404287,0.493589150595713,-0.287178301191426,0.227158000310184,1,"NS",0.287178301191426,"background",NA,NA
"bg253",-3.0640372455391,0.0631893517472509,0.636810648252749,-0.573621296505498,0.564302525227191,1,"NS",0.573621296505498,"background",NA,NA
"bg254",4.67077668761574,0.496515305220991,0.203484694779009,0.293030610441981,0.425950733165722,1,"NS",0.293030610441981,"background",NA,NA
"bg255",2.21351696305511,0.341959135277956,0.358040864722044,-0.016081729444089,0.538032285657944,1,"NS",0.016081729444089,"background",NA,NA
"bg256",1.67763215301219,0.415456892784092,0.284543107215908,0.130913785568183,0.738030721298652,1,"NS",0.130913785568183,"background",NA,NA
"bg257",0.519183546516929,0.367869730979908,0.332130269020091,0.0357394619598171,0.429774404220283,1,"NS",0.0357394619598171,"background",NA,NA
"bg258",-2.51067916013281,0.232966663259108,0.467033336740892,-0.234066673481784,0.668995549958665,1,"NS",0.234066673481784,"background",NA,NA
"bg259",-4.65567134019514,0.0412664391133942,0.658733560886606,-0.617467121773212,0.511294430149952,1,"NS",0.617467121773212,"background",NA,NA
"bg260",3.1582604816693,0.459610529770061,0.240389470229939,0.219221059540122,0.56724526463449,1,"NS",0.219221059540122,"background",NA,NA
"bg261",2.68330400018926,0.522292183080393,0.177707816919607,0.344584366160787,0.657680164390942,1,"NS",0.344584366160787,"background",NA,NA
"bg262",-1.4279341578551,0.18931839792337,0.51068160207663,-0.321363204153259,0.286171301403549,1,"NS",0.321363204153259,"background",NA,NA
"bg263",4.28845302582564,0.489925097136566,0.210074902863434,0.279850194273133,0.652308643495897,1,"NS",0.279850194273133,"background",NA,NA
"bg264",4.83557973312533,0.548189414224271,0.151810585775729,0.396378828448543,0.665615914210677,1,"NS",0.396378828448543,"background",NA,NA
"bg265",1.39031275251189,0.340044768716533,0.359955231283467,-0.0199104625669349,0.797157518834341,1,"NS",0.0199104625669349,"background",NA,NA
"bg266",4.65330300742533,0.524505031431151,0.175494968568849,0.349010062862302,0.272787689610617,1,"NS",0.349010062862302,"background",NA,NA
"bg267",3.60249067593178,0.540771908071239,0.159228091928761,0.381543816142478,0.280882010977715,1,"NS",0.381543816142478,"background",NA,NA
"bg268",-3.56289538788943,0.0451451143986699,0.65485488560133,-0.60970977120266,0.179584392830264,1,"NS",0.60970977120266,"background",NA,NA
"bg269",0.304929889112009,0.379995599171098,0.320004400828902,0.0599911983421958,0.0257905074623413,0.206324059698731,"NS",0.0599911983421958,"background",NA,NA
"bg270",-1.72723294732671,0.16457322165363,0.53542677834637,-0.37085355669274,0.251751899070805,1,"NS",0.37085355669274,"background",NA,NA
"bg271",-3.7399903245497,0.121019065489378,0.578980934510622,-0.457961869021244,0.511105344011448,1,"NS",0.457961869021244,"background",NA,NA
"bg272",-0.698798022117993,0.229222542942787,0.470777457057213,-0.241554914114427,0.372294820698444,1,"NS",0.241554914114427,"background",NA,NA
"bg273",-3.71795642227012,0.115356630769594,0.584643369230406,-0.469286738460812,0.762249457960948,1,"NS",0.469286738460812,"background",NA,NA
"bg274",0.117184235215968,0.279118531675625,0.420881468324375,-0.141762936648749,0.630008209380321,1,"NS",0.141762936648749,"background",NA,NA
"bg275",-0.86604329523525,0.288285001920316,0.411714998079684,-0.123429996159368,0.21542612068262,1,"NS",0.123429996159368,"background",NA,NA
"bg276",-0.378049320097676,0.377623231555121,0.322376768444879,0.0552464631102427,0.577237294654828,1,"NS",0.0552464631102427,"background",NA,NA
"bg277",0.247755976182338,0.23961292064431,0.46038707935569,-0.220774158711379,0.429234297501156,1,"NS",0.220774158711379,"background",NA,NA
"bg278",-0.787835860453395,0.264896817868161,0.435103182131839,-0.170206364263677,0.781609148603166,1,"NS",0.170206364263677,"background",NA,NA
"bg279",-1.29165730204878,0.265298910355298,0.434701089644702,-0.169402179289405,0.783654168864014,1,"NS",0.169402179289405,"background",NA,NA
"bg280",3.57587662797719,0.48278905112484,0.21721094887516,0.26557810224968,0.431364798390772,1,"NS",0.26557810224968,"background",NA,NA
"bg281",1.35673748709232,0.300334983526792,0.399665016473207,-0.0993300329464149,0.696218445877079,1,"NS",0.0993300329464149,"background",NA,NA
"bg282",3.62955593772688,0.475703034786952,0.224296965213048,0.251406069573903,0.717337026841473,1,"NS",0.251406069573903,"background",NA,NA
"bg283",-2.08758434264319,0.254446146746082,0.445553853253918,-0.191107706507837,0.25339645283157,1,"NS",0.191107706507837,"background",NA,NA
"bg284",0.392907780466362,0.406556999292766,0.293443000707234,0.113113998585532,0.197965058992384,1,"NS",0.113113998585532,"background",NA,NA
"bg285",-2.66176347178161,0.203201095196364,0.496798904803636,-0.293597809607272,0.573498534227954,1,"NS",0.293597809607272,"background",NA,NA
"bg286",-1.6830890200167,0.363354520933696,0.336645479066304,0.0267090418673922,0.489519430062501,1,"NS",0.0267090418673922,"background",NA,NA
"bg287",-2.35636221448657,0.228920787357773,0.471079212642227,-0.242158425284454,0.215243498214986,1,"NS",0.242158425284454,"background",NA,NA
"bg288",1.61489233239984,0.37565696404473,0.32434303595527,0.0513139280894608,0.245659544837894,1,"NS",0.0513139280894608,"background",NA,NA
"bg289",0.356392971807571,0.408347044569196,0.291652955430804,0.116694089138392,0.134195045862114,1,"NS",0.116694089138392,"background",NA,NA
"bg290",-3.3678173499453,0.137550104510602,0.562449895489398,-0.424899790978795,0.133663734348957,1,"NS",0.424899790978795,"background",NA,NA
