cell,umap_1,umap_2,RNA_snn_res.0.5,newMainCellTypes
cell_00531,1.29293,8.46460,3,Keratinocyte
cell_00532,0.20025,7.45157,3,Keratinocyte
cell_00533,0.97609,8.66687,3,Keratinocyte
cell_00534,2.11636,9.51612,3,Keratinocyte
cell_00535,1.56399,8.45682,3,Keratinocyte
cell_00536,1.18311,7.76022,3,Keratinocyte
cell_00537,4.08302,7.94394,3,Keratinocyte
cell_00538,1.02107,7.92692,3,Keratinocyte
cell_00539,2.25765,8.64105,3,Keratinocyte
cell_00540,0.60373,9.38178,3,Keratinocyte
cell_00541,-1.67869,8.54962,7,Hair follicle
cell_00542,-1.39280,7.74339,7,Hair follicle
cell_00543,-1.36887,9.20256,7,Hair follicle
cell_00544,-1.96499,9.54637,7,Hair follicle
cell_00545,-1.17247,7.53393,7,Hair follicle
cell_00546,-1.11620,7.04479,7,Hair follicle
cell_00547,-3.21660,8.39238,7,Hair follicle
cell_00548,-2.55947,7.50485,7,Hair follicle
cell_00549,-2.31313,6.62604,7,Hair follicle
cell_00550,-1.91066,6.45472,7,Hair follicle
cell_00551,-1.49974,6.65025,7,Hair follicle
cell_00552,-1.08557,8.14783,7,Hair follicle
cell_00553,-2.76071,7.66114,7,Hair follicle
cell_00554,-1.69921,7.14271,7,Hair follicle
cell_00555,-2.23487,8.19318,7,Hair follicle
cell_00556,-1.68720,8.27056,7,Hair follicle
cell_00557,-1.76152,7.16881,7,Hair follicle
cell_00558,-1.37413,7.99401,7,Hair follicle
cell_00559,-3.04580,7.09347,7,Hair follicle
cell_00560,-2.03558,8.51042,7,Hair follicle
cell_00561,-2.17249,7.14719,7,Hair follicle
cell_00562,-2.20387,6.99810,7,Hair follicle
cell_00563,-1.85062,8.42790,7,Hair follicle
cell_00564,-2.01786,6.66939,7,Hair follicle
cell_00565,-1.46466,8.88307,7,Hair follicle
cell_00566,-2.01693,7.81952,7,Hair follicle
cell_00567,-3.15018,6.86408,7,Hair follicle
cell_00568,-0.92002,8.04407,7,Hair follicle
cell_00569,-2.30410,7.62438,7,Hair follicle
cell_00570,-1.28818,7.01611,7,Hair follicle
cell_00571,-2.16123,7.76892,7,Hair follicle
cell_00572,-2.05314,7.29213,7,Hair follicle
cell_00573,-2.94927,8.38344,7,Hair follicle
cell_00574,-2.52104,6.85096,7,Hair follicle
cell_00575,-1.60840,7.80686,7,Hair follicle
cell_00576,-1.94068,7.94268,7,Hair follicle
cell_00577,-1.43894,7.92874,7,Hair follicle
cell_00578,-2.15417,5.13713,7,Hair follicle
cell_00579,-2.66872,8.23138,7,Hair follicle
cell_00580,-1.26676,7.33073,7,Hair follicle
cell_00581,-4.16402,8.38831,7,Hair follicle
cell_00582,-2.80149,8.95685,7,Hair follicle
cell_00583,0.79889,7.57259,7,Hair follicle
cell_00584,-2.55184,7.34767,7,Hair follicle
cell_00585,-2.15106,6.91271,7,Hair follicle
cell_00586,-2.11968,7.51183,7,Hair follicle
cell_00587,-1.89348,6.90923,7,Hair follicle
cell_00588,-2.92574,7.22671,7,Hair follicle
cell_00589,-3.78722,7.20403,7,Hair follicle
cell_00590,-3.31392,6.66929,7,Hair follicle
cell_00591,-2.88633,8.26445,7,Hair follicle
cell_00592,-1.42005,6.77620,7,Hair follicle
cell_00593,-2.80288,6.73363,7,Hair follicle
cell_00594,-2.70471,6.87937,7,Hair follicle
cell_00595,-0.89321,7.69724,7,Hair follicle
cell_00596,0.01492,7.25690,7,Hair follicle
cell_00597,-2.47432,8.37236,7,Hair follicle
cell_00598,-1.35905,6.65417,7,Hair follicle
cell_00599,-1.36041,8.12435,7,Hair follicle
cell_00600,-2.36624,7.90494,7,Hair follicle
cell_00601,-1.58056,6.96110,7,Hair follicle
cell_00602,-2.08732,8.26606,7,Hair follicle
cell_00603,-1.49201,6.34022,7,Hair follicle
cell_00604,-0.82475,7.72061,7,Hair follicle
cell_00605,-1.98209,8.72050,7,Hair follicle
cell_00606,-1.78120,6.27065,7,Hair follicle
cell_00607,-3.00266,6.44602,7,Hair follicle
cell_00608,-2.06147,8.04262,7,Hair follicle
cell_00609,-0.75635,6.07438,7,Hair follicle
cell_00610,-3.04397,7.75073,7,Hair follicle
cell_00611,-2.72281,8.01760,7,Hair follicle
cell_00612,-1.86400,7.47707,7,Hair follicle
cell_00613,-1.86205,8.16295,7,Hair follicle
cell_00614,-2.11078,8.06615,7,Hair follicle
cell_00615,-0.70570,7.13015,7,Hair follicle
cell_00616,-0.91605,7.99006,7,Hair follicle
cell_00617,-2.03705,7.65650,7,Hair follicle
cell_00618,-1.17646,6.91288,7,Hair follicle
cell_00619,-2.44019,7.33882,7,Hair follicle
cell_00620,-2.58774,8.73114,7,Hair follicle
cell_00621,-2.30588,7.36234,7,Hair follicle
cell_00622,-0.88009,6.70662,7,Hair follicle
cell_00623,-1.67347,7.05159,7,Hair follicle
cell_00624,-1.68069,7.40765,7,Hair follicle
cell_00625,-2.55369,6.78462,7,Hair follicle
cell_00626,-2.03163,8.08523,7,Hair follicle
cell_00627,-2.29670,9.40777,7,Hair follicle
cell_00628,-1.63698,7.14132,7,Hair follicle
cell_00629,-1.97468,8.38611,7,Hair follicle
cell_00630,-1.70061,8.48519,7,Hair follicle
cell_00631,-2.05633,7.47485,7,Hair follicle
cell_00632,-2.16590,7.12798,7,Hair follicle
cell_00633,-1.40522,7.24756,7,Hair follicle
cell_00634,-1.25643,6.98617,7,Hair follicle
cell_00635,-3.52601,8.13959,7,Hair follicle
cell_00636,-1.95763,6.52139,7,Hair follicle
cell_00637,-1.43693,8.23471,7,Hair follicle
cell_00638,-0.76775,8.13746,7,Hair follicle
cell_00639,-2.68761,7.84579,7,Hair follicle
cell_00640,-1.79640,7.79512,7,Hair follicle
cell_00641,-4.35236,7.39742,7,Hair follicle
cell_00642,-1.17557,9.09543,7,Hair follicle
cell_00643,-2.51420,7.96800,7,Hair follicle
cell_00644,-1.85719,7.96003,7,Hair follicle
cell_00645,-1.16405,6.76130,7,Hair follicle
cell_00646,-1.98977,6.94859,7,Hair follicle
cell_00647,-2.75365,7.16650,7,Hair follicle
cell_00648,-2.12790,7.69662,7,Hair follicle
cell_00649,-2.33745,8.02544,7,Hair follicle
cell_00650,-3.49680,9.46409,7,Hair follicle
cell_00651,-2.53204,7.44435,7,Hair follicle
cell_00652,-3.97506,8.49509,7,Hair follicle
cell_00653,-1.79298,7.28714,7,Hair follicle
cell_00654,-0.99398,7.60058,7,Hair follicle
cell_00655,-1.97581,7.54867,7,Hair follicle
cell_00656,-1.85112,6.76369,7,Hair follicle
cell_00657,-1.78113,7.73470,7,Hair follicle
cell_00658,-2.98517,6.51077,7,Hair follicle
cell_00659,-2.15720,7.58258,7,Hair follicle
cell_00660,-2.90814,6.90123,7,Hair follicle
cell_00661,-1.99546,7.15652,7,Hair follicle
cell_00662,-0.81467,7.41963,7,Hair follicle
cell_00663,-3.35558,7.67337,7,Hair follicle
cell_00664,-1.82487,8.27850,7,Hair follicle
cell_00665,-2.44791,7.05984,7,Hair follicle
cell_00666,-2.03370,8.36990,7,Hair follicle
cell_00667,-3.18273,7.61984,7,Hair follicle
cell_00668,-2.96596,7.67497,7,Hair follicle
cell_00669,-2.71484,7.01879,7,Hair follicle
cell_00670,-0.97379,7.98967,7,Hair follicle
cell_00671,-2.12219,7.58061,7,Hair follicle
cell_00672,-2.36302,7.94624,7,Hair follicle
cell_00673,-2.81955,7.84209,7,Hair follicle
cell_00674,-1.64527,7.73738,7,Hair follicle
cell_00675,-1.92675,7.06174,7,Hair follicle
cell_00676,-2.34867,7.76624,7,Hair follicle
cell_00677,-2.03346,7.21404,7,Hair follicle
cell_00678,0.58025,7.21079,7,Hair follicle
cell_00679,-1.48201,8.41574,7,Hair follicle
cell_00680,-2.83335,6.74083,7,Hair follicle
cell_00681,-3.12550,7.86646,7,Hair follicle
cell_00682,-1.75606,7.27530,7,Hair follicle
cell_00683,-2.46274,8.00833,7,Hair follicle
cell_00684,-2.05108,6.51376,7,Hair follicle
cell_00685,-2.11298,7.80901,7,Hair follicle
cell_00686,-2.35467,7.96277,7,Hair follicle
cell_00687,-2.97117,7.42335,7,Hair follicle
cell_00688,-1.53049,7.69807,7,Hair follicle
cell_00689,-2.33181,8.50873,7,Hair follicle
cell_00690,0.05577,7.74312,7,Hair follicle
cell_00691,-1.51233,8.35873,7,Hair follicle
cell_00692,-2.11389,7.93325,7,Hair follicle
cell_00693,-2.59584,7.52335,7,Hair follicle
cell_00694,-2.34869,7.20777,7,Hair follicle
cell_00695,-1.93244,7.37785,7,Hair follicle
cell_00696,-0.68645,6.80845,7,Hair follicle
cell_00697,-2.23860,7.62689,7,Hair follicle
cell_00698,-0.73164,7.29392,7,Hair follicle
cell_00699,-1.86950,8.10893,7,Hair follicle
cell_00700,-1.25292,7.02429,7,Hair follicle
cell_00701,-3.96621,6.32306,7,Hair follicle
cell_00702,-1.11492,8.20882,7,Hair follicle
cell_00703,-1.91383,7.31487,7,Hair follicle
cell_00704,-1.56889,7.71185,7,Hair follicle
cell_00705,-2.04461,7.36234,7,Hair follicle
cell_00706,-1.65898,8.03234,7,Hair follicle
cell_00707,-1.93364,6.72573,7,Hair follicle
cell_00708,-2.00387,7.78534,7,Hair follicle
cell_00709,-2.89966,7.61230,7,Hair follicle
cell_00710,-2.43170,8.45662,7,Hair follicle
cell_00711,-2.26470,6.74876,7,Hair follicle
cell_00712,-1.84596,7.17546,7,Hair follicle
cell_00713,-1.96013,7.44356,7,Hair follicle
cell_00714,-1.31377,6.74540,7,Hair follicle
cell_00715,-2.02587,7.18859,7,Hair follicle
cell_00716,-2.25022,8.84717,7,Hair follicle
cell_00717,-1.02210,6.68287,7,Hair follicle
cell_00718,-3.62317,7.01424,7,Hair follicle
cell_00719,-1.34335,8.07038,7,Hair follicle
cell_00720,-1.47012,7.52944,7,Hair follicle
cell_00721,-7.23499,4.77453,9,Schwann
cell_00722,-7.00467,3.90725,9,Schwann
cell_00723,-6.54878,4.45831,9,Schwann
cell_00724,-7.01191,2.16708,9,Schwann
cell_00725,-7.91805,3.70449,9,Schwann
cell_00726,-7.59124,4.65224,9,Schwann
cell_00727,-8.21731,3.51045,9,Schwann
cell_00728,-7.56042,5.33770,9,Schwann
cell_00729,-8.51882,3.12442,9,Schwann
cell_00730,-7.34841,3.15278,9,Schwann
cell_00731,-6.76171,2.52814,9,Schwann
cell_00732,-5.18294,4.29778,9,Schwann
cell_00733,-6.96078,4.06516,9,Schwann
cell_00734,-6.80164,3.87544,9,Schwann
cell_00735,-6.47747,3.64583,9,Schwann
cell_00736,-6.80433,2.95507,9,Schwann
cell_00737,-5.84029,3.15264,9,Schwann
cell_00738,-6.59942,3.86526,9,Schwann
cell_00739,-7.76735,3.51578,9,Schwann
cell_00740,-7.89661,4.14643,9,Schwann
cell_00741,-7.33159,3.88013,9,Schwann
cell_00742,-8.96678,4.11631,9,Schwann
cell_00743,-6.84509,4.42367,9,Schwann
cell_00744,-6.75517,4.03597,9,Schwann
cell_00745,-7.29597,4.62830,9,Schwann
cell_00746,-6.79984,5.07238,9,Schwann
cell_00747,-8.09143,3.97304,9,Schwann
cell_00748,-6.11901,3.91267,9,Schwann
cell_00749,-6.79097,4.11012,9,Schwann
cell_00750,-7.52520,3.32983,9,Schwann
cell_00751,-7.61656,5.32748,9,Schwann
cell_00752,-7.42466,4.06320,9,Schwann
cell_00753,-7.53572,4.52860,9,Schwann
cell_00754,-7.19374,3.24968,9,Schwann
cell_00755,-7.43911,3.53828,9,Schwann
cell_00756,-7.53529,2.84329,9,Schwann
cell_00757,-6.82441,3.09112,9,Schwann
cell_00758,-6.64912,3.27057,9,Schwann
cell_00759,-7.69989,5.42645,9,Schwann
cell_00760,-7.39737,3.15622,9,Schwann
cell_00761,-7.95199,2.97655,9,Schwann
cell_00762,-6.82387,2.34586,9,Schwann
cell_00763,-6.73928,4.43654,9,Schwann
cell_00764,-6.82302,4.24452,9,Schwann
cell_00765,-6.48630,4.23249,9,Schwann
cell_00766,-7.84001,3.17491,9,Schwann
cell_00767,-6.78978,4.45621,9,Schwann
cell_00768,-6.51771,3.60692,9,Schwann
cell_00769,-7.86143,3.61346,9,Schwann
cell_00770,-7.65087,3.66144,9,Schwann
cell_00771,-6.07957,4.19381,9,Schwann
cell_00772,-6.51060,4.10403,9,Schwann
cell_00773,-7.20708,3.23084,9,Schwann
cell_00774,-6.23899,4.43682,9,Schwann
cell_00775,-7.13966,3.81028,9,Schwann
cell_00776,-8.71216,3.31201,9,Schwann
cell_00777,-6.81668,3.12006,9,Schwann
cell_00778,-6.86383,4.95010,9,Schwann
cell_00779,-7.56748,3.51805,9,Schwann
cell_00780,-8.21406,4.72600,9,Schwann
cell_00781,-8.32907,3.09275,9,Schwann
cell_00782,-7.25292,3.73905,9,Schwann
cell_00783,-7.35559,3.32012,9,Schwann
cell_00784,-7.53134,4.13505,9,Schwann
cell_00785,-7.13105,4.32521,9,Schwann
cell_00786,-5.66742,3.63616,9,Schwann
cell_00787,-8.18539,3.55920,9,Schwann
cell_00788,-7.57616,4.06529,9,Schwann
cell_00789,-7.84531,4.11254,9,Schwann
cell_00790,-7.27742,6.34921,9,Schwann
cell_00791,-6.76049,2.83621,9,Schwann
cell_00792,-7.00248,4.95070,9,Schwann
cell_00793,-6.34181,3.71001,9,Schwann
cell_00794,-6.17722,4.87500,9,Schwann
cell_00795,-7.64762,4.04517,9,Schwann
cell_00796,-5.71634,3.24175,9,Schwann
cell_00797,-6.21079,3.22973,9,Schwann
cell_00798,-6.52224,3.50503,9,Schwann
cell_00799,-8.21571,2.34894,9,Schwann
cell_00800,-7.02913,4.04473,9,Schwann
cell_00801,-7.28278,3.57838,9,Schwann
cell_00802,-6.85322,4.98396,9,Schwann
cell_00803,-7.16632,3.90265,9,Schwann
cell_00804,-6.55465,4.78917,9,Schwann
cell_00805,-6.71727,3.56873,9,Schwann
cell_00806,-7.52975,3.28793,9,Schwann
cell_00807,-6.83293,4.54850,9,Schwann
cell_00808,-7.34687,4.06430,9,Schwann
cell_00809,-7.85579,5.57049,9,Schwann
cell_00810,-6.29906,3.63876,9,Schwann
cell_00811,-7.62786,3.34314,9,Schwann
cell_00812,-7.24008,2.98987,9,Schwann
cell_00813,-7.41920,3.28696,9,Schwann
cell_00814,-6.50226,3.64011,9,Schwann
cell_00815,-7.05424,4.38198,9,Schwann
cell_00816,-7.23305,4.86321,9,Schwann
cell_00817,-8.45783,3.54580,9,Schwann
cell_00818,-7.35976,2.69908,9,Schwann
cell_00819,-6.89310,2.95366,9,Schwann
cell_00820,-6.98412,3.23785,9,Schwann
cell_00821,-7.70094,3.81082,9,Schwann
cell_00822,-6.97101,3.60341,9,Schwann
cell_00823,-8.12885,4.24898,9,Schwann
cell_00824,-5.84396,2.52766,9,Schwann
cell_00825,-7.47095,3.15324,9,Schwann
cell_00826,-7.01289,4.85549,9,Schwann
cell_00827,-7.35596,4.22235,9,Schwann
cell_00828,-6.98579,2.90436,9,Schwann
cell_00829,-7.58248,3.04436,9,Schwann
cell_00830,-5.32357,4.36310,9,Schwann
cell_00831,-7.32805,3.72348,9,Schwann
cell_00832,-6.28254,3.81602,9,Schwann
cell_00833,-6.01984,4.36121,9,Schwann
cell_00834,-6.67323,3.64795,9,Schwann
cell_00835,-7.87548,3.33776,9,Schwann
cell_00836,-7.83645,4.06380,9,Schwann
cell_00837,-7.07523,5.98215,9,Schwann
cell_00838,-6.40102,3.36074,9,Schwann
cell_00839,-7.68033,3.88249,9,Schwann
cell_00840,-7.14048,2.48404,9,Schwann
cell_00841,-6.68498,4.13047,9,Schwann
cell_00842,-7.71359,3.10145,9,Schwann
cell_00843,-8.28767,4.09022,9,Schwann
cell_00844,-6.52696,3.76084,9,Schwann
cell_00845,-7.64628,4.75816,9,Schwann
cell_00846,-8.33556,3.83658,9,Schwann
cell_00847,-7.00322,2.57911,9,Schwann
cell_00848,-6.67201,5.13489,9,Schwann
cell_00849,-6.58353,3.87219,9,Schwann
cell_00850,-6.83472,3.48812,9,Schwann
cell_00851,-8.34831,3.71509,9,Schwann
cell_00852,-6.51210,3.46178,9,Schwann
cell_00853,-6.78877,3.92528,9,Schwann
cell_00854,-7.40149,3.91084,9,Schwann
cell_00855,-7.08301,4.54412,9,Schwann
cell_00856,-8.80268,4.87723,9,Schwann
cell_00857,-7.22137,3.70495,9,Schwann
cell_00858,-7.76356,3.44335,9,Schwann
cell_00859,-7.78519,3.68722,9,Schwann
cell_00860,-7.66368,3.76423,9,Schwann
cell_00861,-7.27575,2.59200,9,Schwann
cell_00862,-7.06893,3.07966,9,Schwann
cell_00863,-5.85133,4.25523,9,Schwann
cell_00864,-6.78641,4.78336,9,Schwann
cell_00865,-7.08781,4.31198,9,Schwann
cell_00866,-7.96929,3.66265,9,Schwann
cell_00867,-7.71311,2.63761,9,Schwann
cell_00868,-5.45900,2.95940,9,Schwann
cell_00869,-6.93136,3.27704,9,Schwann
cell_00870,-6.95685,3.33778,9,Schwann
cell_00871,-8.05006,3.08077,9,Schwann
cell_00872,-7.30456,3.42034,9,Schwann
cell_00873,-6.63905,3.55082,9,Schwann
cell_00874,-7.74863,4.00540,9,Schwann
cell_00875,-7.27009,4.61263,9,Schwann
cell_00876,-7.81291,4.39331,9,Schwann
cell_00877,-7.47703,4.42430,9,Schwann
cell_00878,-7.30175,1.90165,9,Schwann
cell_00879,-7.25587,4.36740,9,Schwann
cell_00880,-7.48651,4.19106,9,Schwann
cell_00881,-6.85241,4.38818,9,Schwann
cell_00882,-8.36350,3.20686,9,Schwann
cell_00883,-8.19718,4.64763,9,Schwann
cell_00884,-6.24137,3.89314,9,Schwann
cell_00885,-6.61773,4.76896,9,Schwann
cell_00886,-7.82208,3.81371,9,Schwann
cell_00887,-8.59628,3.32790,9,Schwann
cell_00888,-6.72048,4.01546,9,Schwann
cell_00889,-6.54572,2.59272,9,Schwann
cell_00890,-6.81444,3.72506,9,Schwann
cell_00891,-7.58536,4.03769,9,Schwann
cell_00892,-7.44445,2.77912,9,Schwann
cell_00893,-7.68531,3.89714,9,Schwann
cell_00894,-7.29089,4.01319,9,Schwann
cell_00895,-8.24319,4.48657,9,Schwann
cell_00896,-6.41483,3.80757,9,Schwann
cell_00897,-6.31619,3.25971,9,Schwann
cell_00898,-6.60874,4.42784,9,Schwann
cell_00899,-7.28514,4.63434,9,Schwann
cell_00900,-8.75843,2.33070,9,Schwann
cell_00901,9.05583,-6.26332,11,Lymphoid
cell_00902,6.23828,-6.67238,11,Lymphoid
cell_00903,9.38912,-6.01767,11,Lymphoid
cell_00904,8.14042,-5.46792,11,Lymphoid
cell_00905,8.49456,-7.71195,11,Lymphoid
cell_00906,9.84136,-6.74060,11,Lymphoid
cell_00907,8.56534,-6.89015,11,Lymphoid
cell_00908,8.37020,-6.46282,11,Lymphoid
cell_00909,9.03727,-4.84862,11,Lymphoid
cell_00910,8.87934,-6.96038,11,Lymphoid
cell_00911,8.13159,-7.22644,11,Lymphoid
cell_00912,7.91304,-6.23972,11,Lymphoid
cell_00913,7.07925,-6.47569,11,Lymphoid
cell_00914,8.83936,-4.84846,11,Lymphoid
cell_00915,8.96571,-7.17222,11,Lymphoid
cell_00916,7.93282,-6.56185,11,Lymphoid
cell_00917,6.90890,-6.35445,11,Lymphoid
cell_00918,8.49240,-6.91369,11,Lymphoid
cell_00919,8.71654,-7.50573,11,Lymphoid
cell_00920,7.26934,-7.44921,11,Lymphoid
cell_00921,8.26288,-6.49696,11,Lymphoid
cell_00922,10.24067,-6.47561,11,Lymphoid
cell_00923,10.74222,-6.67995,11,Lymphoid
cell_00924,7.92789,-6.03842,11,Lymphoid
cell_00925,8.16278,-6.46837,11,Lymphoid
cell_00926,9.29121,-6.25674,11,Lymphoid
cell_00927,8.10617,-5.62022,11,Lymphoid
cell_00928,7.45261,-5.56166,11,Lymphoid
cell_00929,8.61437,-6.07338,11,Lymphoid
cell_00930,6.30992,-5.87588,11,Lymphoid
cell_00931,8.13160,-5.87137,11,Lymphoid
cell_00932,8.56886,-4.97590,11,Lymphoid
cell_00933,7.90913,-6.19640,11,Lymphoid
cell_00934,9.44688,-5.67016,11,Lymphoid
cell_00935,8.96592,-6.33475,11,Lymphoid
cell_00936,9.65936,-5.84351,11,Lymphoid
cell_00937,6.89800,-5.71421,11,Lymphoid
cell_00938,8.17694,-7.82613,11,Lymphoid
cell_00939,9.04823,-5.97160,11,Lymphoid
cell_00940,7.36722,-6.48792,11,Lymphoid
cell_00941,7.57846,-7.26112,11,Lymphoid
cell_00942,7.91341,-6.71120,11,Lymphoid
cell_00943,9.61756,-6.63690,11,Lymphoid
cell_00944,8.20636,-5.39268,11,Lymphoid
cell_00945,8.82037,-6.43091,11,Lymphoid
cell_00946,8.47806,-5.83362,11,Lymphoid
cell_00947,10.10095,-7.12727,11,Lymphoid
cell_00948,8.61798,-6.95280,11,Lymphoid
cell_00949,8.85508,-6.81896,11,Lymphoid
cell_00950,10.13153,-5.66494,11,Lymphoid
cell_00951,8.88341,-6.18371,11,Lymphoid
cell_00952,7.91522,-6.04461,11,Lymphoid
cell_00953,8.89195,-6.32608,11,Lymphoid
cell_00954,8.82015,-6.32301,11,Lymphoid
cell_00955,7.08130,-5.71660,11,Lymphoid
cell_00956,8.71838,-5.37273,11,Lymphoid
cell_00957,6.99980,-7.78798,11,Lymphoid
cell_00958,7.61189,-6.65944,11,Lymphoid
cell_00959,8.93329,-6.62196,11,Lymphoid
cell_00960,9.46976,-6.25467,11,Lymphoid
cell_00961,7.39859,-6.76999,11,Lymphoid
cell_00962,9.16119,-6.93852,11,Lymphoid
cell_00963,9.41102,-6.55729,11,Lymphoid
cell_00964,7.76186,-7.49918,11,Lymphoid
cell_00965,9.25250,-7.94165,11,Lymphoid
cell_00966,9.57131,-5.44539,11,Lymphoid
cell_00967,7.99894,-7.09067,11,Lymphoid
cell_00968,7.56349,-6.58590,11,Lymphoid
cell_00969,9.16212,-5.60438,11,Lymphoid
cell_00970,7.72708,-5.82404,11,Lymphoid
cell_00971,8.09113,-5.48623,11,Lymphoid
cell_00972,7.58072,-6.67311,11,Lymphoid
cell_00973,8.40070,-6.57986,11,Lymphoid
cell_00974,7.91358,-5.71123,11,Lymphoid
cell_00975,8.29174,-7.11843,11,Lymphoid
cell_00976,9.68807,-6.05509,11,Lymphoid
cell_00977,10.52534,-5.21057,11,Lymphoid
cell_00978,7.10045,-6.70002,11,Lymphoid
cell_00979,7.31175,-6.95378,11,Lymphoid
cell_00980,8.63027,-6.38282,11,Lymphoid
cell_00981,8.44652,-7.15320,11,Lymphoid
cell_00982,9.99370,-6.85516,11,Lymphoid
cell_00983,9.45997,-7.72775,11,Lymphoid
cell_00984,11.21028,-6.43234,11,Lymphoid
cell_00985,7.85833,-6.76194,11,Lymphoid
cell_00986,8.00082,-5.96736,11,Lymphoid
cell_00987,8.28331,-5.07369,11,Lymphoid
cell_00988,8.20864,-6.22511,11,Lymphoid
cell_00989,8.91637,-5.38216,11,Lymphoid
cell_00990,9.02215,-6.33472,11,Lymphoid
cell_00991,7.96523,-5.93887,11,Lymphoid
cell_00992,8.65322,-5.47752,11,Lymphoid
cell_00993,8.28482,-5.51296,11,Lymphoid
cell_00994,8.71553,-6.18487,11,Lymphoid
cell_00995,10.21354,-6.44646,11,Lymphoid
cell_00996,8.53486,-6.38005,11,Lymphoid
cell_00997,8.86628,-7.23762,11,Lymphoid
cell_00998,9.08262,-6.46137,11,Lymphoid
cell_00999,9.25863,-6.26232,11,Lymphoid
cell_01000,8.76027,-6.15849,11,Lymphoid
cell_01001,8.49714,-7.60524,11,Lymphoid
cell_01002,8.05334,-6.00673,11,Lymphoid
cell_01003,8.25365,-6.84669,11,Lymphoid
cell_01004,8.41102,-6.03778,11,Lymphoid
cell_01005,9.56317,-6.88094,11,Lymphoid
cell_01006,8.26739,-6.71005,11,Lymphoid
cell_01007,8.39790,-6.32861,11,Lymphoid
cell_01008,9.79373,-7.02393,11,Lymphoid
cell_01009,8.43412,-5.92964,11,Lymphoid
cell_01010,8.10663,-5.73066,11,Lymphoid
cell_01011,9.99973,-7.00284,11,Lymphoid
cell_01012,9.31843,-7.07564,11,Lymphoid
cell_01013,8.95609,-5.48178,11,Lymphoid
cell_01014,8.23213,-6.51009,11,Lymphoid
cell_01015,9.54805,-6.45053,11,Lymphoid
cell_01016,6.71228,-7.61052,11,Lymphoid
cell_01017,9.27760,-6.56322,11,Lymphoid
cell_01018,7.60736,-6.87068,11,Lymphoid
cell_01019,8.85113,-7.12938,11,Lymphoid
cell_01020,7.28444,-7.21277,11,Lymphoid
cell_01021,6.67168,-6.16646,11,Lymphoid
cell_01022,7.96014,-6.59814,11,Lymphoid
cell_01023,9.18761,-6.41098,11,Lymphoid
cell_01024,8.25486,-7.11800,11,Lymphoid
cell_01025,8.73803,-5.51864,11,Lymphoid
cell_01026,9.14554,-5.70582,11,Lymphoid
cell_01027,7.92807,-6.33931,11,Lymphoid
cell_01028,9.46358,-5.49457,11,Lymphoid
cell_01029,8.53065,-5.69677,11,Lymphoid
cell_01030,8.71471,-5.29958,11,Lymphoid
cell_01031,8.45108,-6.04267,11,Lymphoid
cell_01032,7.94029,-6.84490,11,Lymphoid
cell_01033,8.21600,-5.93227,11,Lymphoid
cell_01034,8.75459,-6.63034,11,Lymphoid
cell_01035,9.48628,-5.90798,11,Lymphoid
cell_01036,8.59933,-7.22250,11,Lymphoid
cell_01037,8.01245,-6.46283,11,Lymphoid
cell_01038,8.86427,-6.25502,11,Lymphoid
cell_01039,9.03008,-6.15021,11,Lymphoid
cell_01040,6.95678,-5.86305,11,Lymphoid
cell_01041,10.77916,-5.77623,11,Lymphoid
cell_01042,9.79312,-5.08041,11,Lymphoid
cell_01043,8.74225,-5.61517,11,Lymphoid
cell_01044,9.58591,-8.06504,11,Lymphoid
cell_01045,9.05389,-7.11876,11,Lymphoid
cell_01046,8.64356,-6.22554,11,Lymphoid
cell_01047,8.91367,-6.39106,11,Lymphoid
cell_01048,8.79164,-6.07653,11,Lymphoid
cell_01049,8.84506,-6.23447,11,Lymphoid
cell_01050,9.38702,-6.47224,11,Lymphoid
cell_01051,8.06733,-7.05798,11,Lymphoid
cell_01052,8.36255,-5.87713,11,Lymphoid
cell_01053,7.57235,-5.41115,11,Lymphoid
cell_01054,7.61697,-6.04382,11,Lymphoid
cell_01055,8.05693,-6.40365,11,Lymphoid
cell_01056,8.67294,-5.83570,11,Lymphoid
cell_01057,7.53230,-6.50781,11,Lymphoid
cell_01058,7.94850,-5.49694,11,Lymphoid
cell_01059,8.81784,-5.90438,11,Lymphoid
cell_01060,8.89712,-6.17189,11,Lymphoid
cell_01061,8.59866,-6.50918,11,Lymphoid
cell_01062,9.66000,-6.03592,11,Lymphoid
cell_01063,9.32256,-6.84709,11,Lymphoid
cell_01064,9.52932,-5.25802,11,Lymphoid
cell_01065,6.48185,-5.62181,11,Lymphoid
cell_01066,6.90356,-5.84984,11,Lymphoid
cell_01067,7.96862,-7.35477,11,Lymphoid
cell_01068,8.67208,-6.71923,11,Lymphoid
cell_01069,8.09053,-7.64919,11,Lymphoid
cell_01070,9.87177,-6.01913,11,Lymphoid
cell_01071,8.96958,-7.24050,11,Lymphoid
cell_01072,9.24168,-5.34748,11,Lymphoid
cell_01073,7.78673,-7.40906,11,Lymphoid
cell_01074,8.46216,-6.55362,11,Lymphoid
cell_01075,7.47652,-5.42483,11,Lymphoid
cell_01076,8.61997,-6.66691,11,Lymphoid
cell_01077,8.01486,-5.91967,11,Lymphoid
cell_01078,8.18242,-6.41726,11,Lymphoid
cell_01079,8.24507,-6.72387,11,Lymphoid
cell_01080,8.10046,-6.96140,11,Lymphoid
cell_01081,10.03854,-6.45568,14,Lymphoid
